name,smiles,aryl,core,linker,warhead,MW,logP,QED,nRot,sim_parent
gen_SF5-ph_7-deaz_pyrr_acety,CC(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,7-deazapurine,pyrrolidine,acetyl,432.4,3.73,0.723,2,0.191
gen_SF5-ph_7-deaz_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3[nH]ccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,7-deazapurine,pyrrolidine,cyclopropanecarbonyl,458.5,4.12,0.692,3,0.177
gen_SF5-ph_7-deaz_pipe_acryl,C=CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,7-deazapurine,piperidine,acrylamide,458.5,4.28,0.542,3,0.247
gen_SF5-ph_7-deaz_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,7-deazapurine,piperidine,cyclobutenylamide,484.5,4.82,0.624,3,0.234
gen_SF5-ph_7-deaz_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,7-deazapurine,piperidine,fluoroacrylamide,476.4,4.58,0.512,3,0.184
gen_SF5-ph_7-deaz_pipe_propi,C#CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,7-deazapurine,piperidine,propiolamide,456.4,3.73,0.543,2,0.172
gen_SF5-ph_7-deaz_pipe_acety,CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,7-deazapurine,piperidine,acetyl,446.4,4.12,0.694,2,0.189
gen_SF5-ph_7-deaz_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,7-deazapurine,piperidine,cyclopropanecarbonyl,472.5,4.51,0.657,3,0.175
gen_SF5-ph_thieno_azet_acryl,C=CC(=O)N1CC2CN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,thienopyrimidine,azetidine,acrylamide,447.5,4.24,0.513,3,0.267
gen_SF5-ph_thieno_azet_cyclo,O=C(C1=CCC1)N1CC2CN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,thienopyrimidine,azetidine,cyclobutenylamide,473.5,4.77,0.593,3,0.258
gen_SF5-ph_thieno_azet_fluor,C=C(F)C(=O)N1CC2CN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,thienopyrimidine,azetidine,fluoroacrylamide,465.4,4.54,0.485,3,0.198
gen_SF5-ph_thieno_azet_propi,C#CC(=O)N1CC2CN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,thienopyrimidine,azetidine,propiolamide,445.4,3.69,0.514,2,0.185
gen_SF5-ph_thieno_azet_acety,CC(=O)N1CC2CN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,thienopyrimidine,azetidine,acetyl,435.4,4.07,0.656,2,0.191
gen_SF5-ph_thieno_azet_cyclo,O=C(C1CC1)N1CC2CN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,thienopyrimidine,azetidine,cyclopropanecarbonyl,461.5,4.46,0.623,3,0.187
gen_SF5-ph_thieno_pyrr_acryl,C=CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,thienopyrimidine,pyrrolidine,acrylamide,461.5,4.63,0.486,3,0.25
gen_SF5-ph_thieno_pyrr_cyclo,O=C(C1=CCC1)N1CCC2CN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,thienopyrimidine,pyrrolidine,cyclobutenylamide,487.5,5.16,0.552,3,0.239
gen_SF5-ph_thieno_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,thienopyrimidine,pyrrolidine,fluoroacrylamide,479.5,4.93,0.455,3,0.186
gen_SF5-ph_thieno_pyrr_propi,C#CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,thienopyrimidine,pyrrolidine,propiolamide,459.5,4.08,0.493,2,0.173
gen_SF5-ph_thieno_pyrr_acety,CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,thienopyrimidine,pyrrolidine,acetyl,449.5,4.46,0.625,2,0.191
gen_SF5-ph_thieno_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,thienopyrimidine,pyrrolidine,cyclopropanecarbonyl,475.5,4.85,0.586,3,0.177
gen_SF5-ph_thieno_pipe_acryl,C=CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,thienopyrimidine,piperidine,acrylamide,475.5,5.02,0.454,3,0.247
gen_SF5-ph_thieno_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,thienopyrimidine,piperidine,fluoroacrylamide,493.5,5.32,0.422,3,0.184
gen_SF5-ph_thieno_pipe_propi,C#CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,thienopyrimidine,piperidine,propiolamide,473.5,4.47,0.469,2,0.172
gen_SF5-ph_thieno_pipe_acety,CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,thienopyrimidine,piperidine,acetyl,463.5,4.85,0.587,2,0.189
gen_SF5-ph_thieno_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,SF5-phenyl,thienopyrimidine,piperidine,cyclopropanecarbonyl,489.5,5.24,0.544,3,0.175
gen_OCHF2-_9Me-pu_azet_cyclo,Cn1cnc2c1=NCC1CN(C(=O)C3=CCC3)C1=NC=2c1ccc(OC(F)F)cc1,OCHF2-phenyl,9Me-purine,azetidine,cyclobutenylamide,411.4,1.39,0.763,4,0.376
gen_OCHF2-_9Me-pu_azet_fluor,C=C(F)C(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,9Me-purine,azetidine,fluoroacrylamide,403.4,1.15,0.719,4,0.281
gen_OCHF2-_9Me-pu_azet_cyclo,Cn1cnc2c1=NCC1CN(C(=O)C3CC3)C1=NC=2c1ccc(OC(F)F)cc1,OCHF2-phenyl,9Me-purine,azetidine,cyclopropanecarbonyl,399.4,1.08,0.772,4,0.278
gen_OCHF2-_9Me-pu_pyrr_acryl,C=CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,9Me-purine,pyrrolidine,acrylamide,399.4,1.24,0.727,4,0.364
gen_OCHF2-_9Me-pu_pyrr_cyclo,Cn1cnc2c1=NCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(OC(F)F)cc1,OCHF2-phenyl,9Me-purine,pyrrolidine,cyclobutenylamide,425.4,1.78,0.75,4,0.352
gen_OCHF2-_9Me-pu_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,9Me-purine,pyrrolidine,fluoroacrylamide,417.4,1.54,0.709,4,0.29
gen_OCHF2-_9Me-pu_pyrr_acety,CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,9Me-purine,pyrrolidine,acetyl,387.4,1.08,0.791,3,0.289
gen_OCHF2-_9Me-pu_pyrr_cyclo,Cn1cnc2c1=NCC1CCN(C(=O)C3CC3)C1=NC=2c1ccc(OC(F)F)cc1,OCHF2-phenyl,9Me-purine,pyrrolidine,cyclopropanecarbonyl,413.4,1.47,0.762,4,0.283
gen_OCHF2-_9Me-pu_pipe_acryl,C=CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,9Me-purine,piperidine,acrylamide,413.4,1.63,0.716,4,0.36
gen_OCHF2-_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(OC(F)F)cc1,OCHF2-phenyl,9Me-purine,piperidine,cyclobutenylamide,439.5,2.17,0.733,4,0.344
gen_OCHF2-_9Me-pu_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,9Me-purine,piperidine,fluoroacrylamide,431.4,1.93,0.695,4,0.287
gen_OCHF2-_9Me-pu_pipe_propi,C#CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,9Me-purine,piperidine,propiolamide,411.4,1.08,0.71,3,0.274
gen_OCHF2-_9Me-pu_pipe_acety,CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,9Me-purine,piperidine,acetyl,401.4,1.47,0.782,3,0.286
gen_OCHF2-_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3CC3)C1=NC=2c1ccc(OC(F)F)cc1,OCHF2-phenyl,9Me-purine,piperidine,cyclopropanecarbonyl,427.5,1.86,0.748,4,0.28
gen_OCHF2-_7-deaz_azet_acryl,C=CC(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,7-deazapurine,azetidine,acrylamide,370.4,1.45,0.828,4,0.287
gen_OCHF2-_7-deaz_azet_cyclo,O=C(C1=CCC1)N1CC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,7-deazapurine,azetidine,cyclobutenylamide,396.4,1.98,0.859,4,0.292
gen_OCHF2-_7-deaz_azet_fluor,C=C(F)C(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,7-deazapurine,azetidine,fluoroacrylamide,388.3,1.75,0.811,4,0.217
gen_OCHF2-_7-deaz_azet_acety,CC(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,7-deazapurine,azetidine,acetyl,358.3,1.28,0.898,3,0.22
gen_OCHF2-_7-deaz_azet_cyclo,O=C(C1CC1)N1CC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,7-deazapurine,azetidine,cyclopropanecarbonyl,384.4,1.67,0.871,4,0.207
gen_OCHF2-_7-deaz_pyrr_acryl,C=CC(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,7-deazapurine,pyrrolidine,acrylamide,384.4,1.84,0.818,4,0.283
gen_OCHF2-_7-deaz_pyrr_cyclo,O=C(C1=CCC1)N1CCC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,7-deazapurine,pyrrolidine,cyclobutenylamide,410.4,2.37,0.841,4,0.272
gen_OCHF2-_7-deaz_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,7-deazapurine,pyrrolidine,fluoroacrylamide,402.4,2.14,0.797,4,0.216
gen_OCHF2-_7-deaz_pyrr_propi,C#CC(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,7-deazapurine,pyrrolidine,propiolamide,382.4,1.29,0.813,3,0.204
gen_OCHF2-_7-deaz_pyrr_acety,CC(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,7-deazapurine,pyrrolidine,acetyl,372.4,1.67,0.891,3,0.223
gen_OCHF2-_7-deaz_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,7-deazapurine,pyrrolidine,cyclopropanecarbonyl,398.4,2.06,0.857,4,0.208
gen_OCHF2-_7-deaz_pipe_acryl,C=CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,7-deazapurine,piperidine,acrylamide,398.4,2.23,0.803,4,0.28
gen_OCHF2-_7-deaz_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,7-deazapurine,piperidine,cyclobutenylamide,424.5,2.76,0.82,4,0.266
gen_OCHF2-_7-deaz_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,7-deazapurine,piperidine,fluoroacrylamide,416.4,2.53,0.779,4,0.214
gen_OCHF2-_7-deaz_pipe_propi,C#CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,7-deazapurine,piperidine,propiolamide,396.4,1.68,0.802,3,0.202
gen_OCHF2-_7-deaz_pipe_acety,CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,7-deazapurine,piperidine,acetyl,386.4,2.06,0.877,3,0.221
gen_OCHF2-_7-deaz_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,7-deazapurine,piperidine,cyclopropanecarbonyl,412.4,2.45,0.838,4,0.206
gen_OCHF2-_thieno_azet_acryl,C=CC(=O)N1CC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,thienopyrimidine,azetidine,acrylamide,387.4,2.18,0.756,4,0.302
gen_OCHF2-_thieno_azet_cyclo,O=C(C1=CCC1)N1CC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,thienopyrimidine,azetidine,cyclobutenylamide,413.4,2.72,0.774,4,0.292
gen_OCHF2-_thieno_azet_fluor,C=C(F)C(=O)N1CC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,thienopyrimidine,azetidine,fluoroacrylamide,405.4,2.48,0.734,4,0.231
gen_OCHF2-_thieno_azet_propi,C#CC(=O)N1CC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,thienopyrimidine,azetidine,propiolamide,385.4,1.63,0.755,3,0.217
gen_OCHF2-_thieno_azet_acety,CC(=O)N1CC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,thienopyrimidine,azetidine,acetyl,375.4,2.02,0.824,3,0.225
gen_OCHF2-_thieno_azet_cyclo,O=C(C1CC1)N1CC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,thienopyrimidine,azetidine,cyclopropanecarbonyl,401.4,2.41,0.79,4,0.22
gen_OCHF2-_thieno_pyrr_acryl,C=CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,thienopyrimidine,pyrrolidine,acrylamide,401.4,2.57,0.74,4,0.283
gen_OCHF2-_thieno_pyrr_cyclo,O=C(C1=CCC1)N1CCC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,thienopyrimidine,pyrrolidine,cyclobutenylamide,427.5,3.11,0.753,4,0.272
gen_OCHF2-_thieno_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,thienopyrimidine,pyrrolidine,fluoroacrylamide,419.4,2.87,0.716,4,0.216
gen_OCHF2-_thieno_pyrr_propi,C#CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,thienopyrimidine,pyrrolidine,propiolamide,399.4,2.02,0.742,3,0.204
gen_OCHF2-_thieno_pyrr_acety,CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,thienopyrimidine,pyrrolidine,acetyl,389.4,2.41,0.81,3,0.223
gen_OCHF2-_thieno_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,thienopyrimidine,pyrrolidine,cyclopropanecarbonyl,415.5,2.8,0.771,4,0.208
gen_OCHF2-_thieno_pipe_acryl,C=CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,thienopyrimidine,piperidine,acrylamide,415.5,2.96,0.721,4,0.28
gen_OCHF2-_thieno_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,thienopyrimidine,piperidine,cyclobutenylamide,441.5,3.5,0.729,4,0.266
gen_OCHF2-_thieno_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,thienopyrimidine,piperidine,fluoroacrylamide,433.5,3.26,0.695,4,0.214
gen_OCHF2-_thieno_pipe_propi,C#CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,thienopyrimidine,piperidine,propiolamide,413.4,2.41,0.726,3,0.202
gen_OCHF2-_thieno_pipe_acety,CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,thienopyrimidine,piperidine,acetyl,403.5,2.8,0.791,3,0.221
gen_OCHF2-_thieno_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,OCHF2-phenyl,thienopyrimidine,piperidine,cyclopropanecarbonyl,429.5,3.19,0.75,4,0.206
gen_biphen_9Me-pu_azet_acryl,C=CC(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,9Me-purine,azetidine,acrylamide,395.5,1.92,0.636,3,0.317
gen_biphen_9Me-pu_azet_cyclo,Cn1cnc2c1=NCC1CN(C(=O)C3=CCC3)C1=NC=2c1ccc(-c2ccccc2)cc1,biphenyl,9Me-purine,azetidine,cyclobutenylamide,421.5,2.45,0.652,3,0.337
gen_biphen_9Me-pu_azet_fluor,C=C(F)C(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,9Me-purine,azetidine,fluoroacrylamide,413.5,2.22,0.618,3,0.253
gen_biphen_9Me-pu_azet_propi,C#CC(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,9Me-purine,azetidine,propiolamide,393.5,1.37,0.618,2,0.236
gen_biphen_9Me-pu_azet_acety,CC(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,9Me-purine,azetidine,acetyl,383.5,1.75,0.677,2,0.247
gen_biphen_9Me-pu_azet_cyclo,Cn1cnc2c1=NCC1CN(C(=O)C3CC3)C1=NC=2c1ccc(-c2ccccc2)cc1,biphenyl,9Me-purine,azetidine,cyclopropanecarbonyl,409.5,2.14,0.665,3,0.239
gen_biphen_9Me-pu_pyrr_acryl,C=CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,9Me-purine,pyrrolidine,acrylamide,409.5,2.31,0.623,3,0.326
gen_biphen_9Me-pu_pyrr_cyclo,Cn1cnc2c1=NCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(-c2ccccc2)cc1,biphenyl,9Me-purine,pyrrolidine,cyclobutenylamide,435.5,2.84,0.635,3,0.314
gen_biphen_9Me-pu_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,9Me-purine,pyrrolidine,fluoroacrylamide,427.5,2.61,0.604,3,0.264
gen_biphen_9Me-pu_pyrr_propi,C#CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,9Me-purine,pyrrolidine,propiolamide,407.5,1.76,0.608,2,0.239
gen_biphen_9Me-pu_pyrr_acety,CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,9Me-purine,pyrrolidine,acetyl,397.5,2.14,0.665,2,0.25
gen_biphen_9Me-pu_pyrr_cyclo,Cn1cnc2c1=NCC1CCN(C(=O)C3CC3)C1=NC=2c1ccc(-c2ccccc2)cc1,biphenyl,9Me-purine,pyrrolidine,cyclopropanecarbonyl,423.5,2.53,0.65,3,0.244
gen_biphen_9Me-pu_pipe_acryl,C=CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,9Me-purine,piperidine,acrylamide,423.5,2.7,0.608,3,0.322
gen_biphen_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(-c2ccccc2)cc1,biphenyl,9Me-purine,piperidine,cyclobutenylamide,449.6,3.23,0.616,3,0.307
gen_biphen_9Me-pu_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,9Me-purine,piperidine,fluoroacrylamide,441.5,3.0,0.587,3,0.261
gen_biphen_9Me-pu_pipe_propi,C#CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,9Me-purine,piperidine,propiolamide,421.5,2.15,0.596,2,0.237
gen_biphen_9Me-pu_pipe_acety,CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,9Me-purine,piperidine,acetyl,411.5,2.53,0.651,2,0.247
gen_biphen_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3CC3)C1=NC=2c1ccc(-c2ccccc2)cc1,biphenyl,9Me-purine,piperidine,cyclopropanecarbonyl,437.5,2.92,0.633,3,0.242
gen_biphen_7-deaz_azet_acryl,C=CC(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,7-deazapurine,azetidine,acrylamide,380.5,2.51,0.698,3,0.247
gen_biphen_7-deaz_azet_cyclo,O=C(C1=CCC1)N1CC2CN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,7-deazapurine,azetidine,cyclobutenylamide,406.5,3.05,0.714,3,0.253
gen_biphen_7-deaz_azet_fluor,C=C(F)C(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,7-deazapurine,azetidine,fluoroacrylamide,398.4,2.81,0.678,3,0.189
gen_biphen_7-deaz_azet_propi,C#CC(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,7-deazapurine,azetidine,propiolamide,378.4,1.96,0.681,2,0.165
gen_biphen_7-deaz_azet_acety,CC(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,7-deazapurine,azetidine,acetyl,368.4,2.35,0.742,2,0.18
gen_biphen_7-deaz_azet_cyclo,O=C(C1CC1)N1CC2CN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,7-deazapurine,azetidine,cyclopropanecarbonyl,394.5,2.74,0.73,3,0.167
gen_biphen_7-deaz_pyrr_acryl,C=CC(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,7-deazapurine,pyrrolidine,acrylamide,394.5,2.9,0.683,3,0.244
gen_biphen_7-deaz_pyrr_cyclo,O=C(C1=CCC1)N1CCC2CN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,7-deazapurine,pyrrolidine,cyclobutenylamide,420.5,3.44,0.693,3,0.233
gen_biphen_7-deaz_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,7-deazapurine,pyrrolidine,fluoroacrylamide,412.5,3.2,0.66,3,0.189
gen_biphen_7-deaz_pyrr_propi,C#CC(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,7-deazapurine,pyrrolidine,propiolamide,392.5,2.35,0.669,2,0.167
gen_biphen_7-deaz_pyrr_acety,CC(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,7-deazapurine,pyrrolidine,acetyl,382.5,2.74,0.728,2,0.185
gen_biphen_7-deaz_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,7-deazapurine,pyrrolidine,cyclopropanecarbonyl,408.5,3.13,0.711,3,0.17
gen_biphen_7-deaz_pipe_acryl,C=CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,7-deazapurine,piperidine,acrylamide,408.5,3.29,0.664,3,0.242
gen_biphen_7-deaz_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,7-deazapurine,piperidine,cyclobutenylamide,434.5,3.83,0.669,3,0.228
gen_biphen_7-deaz_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,7-deazapurine,piperidine,fluoroacrylamide,426.5,3.59,0.64,3,0.188
gen_biphen_7-deaz_pipe_propi,C#CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,7-deazapurine,piperidine,propiolamide,406.5,2.74,0.654,2,0.165
gen_biphen_7-deaz_pipe_acety,CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,7-deazapurine,piperidine,acetyl,396.5,3.13,0.711,2,0.183
gen_biphen_7-deaz_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,7-deazapurine,piperidine,cyclopropanecarbonyl,422.5,3.52,0.69,3,0.168
