gene,log2FC,mean_case,mean_ctrl,t,p,padj,log2FC_GSE121212,replicated,log2FC_AD,axis,psoriasis_specificity
VSNL1,1.3285278104160665,4.687405543637336,3.3588777332212696,22.653015435064223,1.7518970838563119e-53,8.163620737154883e-52,1.581361271137185,True,1.463253842385722,inflammatory_up,-0.1347260319696555
MYH14,-2.2079611935136945,3.646410422630837,5.854371616144531,-24.782325382245975,1.854879446010554e-53,8.616494676545902e-52,-2.259006416797903,True,-1.0645216568422375,silenced_down,-1.143439536671457
ALDH3A2,-1.273839613588307,4.86230552402307,6.136145137611377,-23.82730295231263,2.5313443610129482e-53,1.1722253559644072e-51,-1.33740560166002,True,-0.9159737152036307,silenced_down,-0.3578658983846763
RTP4,1.5247574422409673,2.6580848459798014,1.1333274037388341,22.870577025003232,2.8309045212188806e-53,1.306875643103064e-51,1.9714257354802722,True,1.6875412688520801,inflammatory_up,-0.1627838266111128
ABCA3,-1.1637065067238426,1.6126487389942288,2.7763552457180714,-22.918292233046095,2.8504958405653674e-53,1.3118458411766001e-51,-1.5408621869143535,True,-0.23432839182959153,silenced_down,-0.929378114894251
MSMB,-3.110731641307108,0.9177779746566318,4.02850961596374,-24.73781174566111,2.945491890307609e-53,1.3513807700439076e-51,-1.5345030353580753,True,-1.2122129707235294,silenced_down,-1.8985186705835788
PRSS3,1.4774384709786919,6.654846340929349,5.177407869950657,22.621471767283015,3.157929523369525e-53,1.444388380458092e-51,1.8754648154980873,True,1.2553175974864588,inflammatory_up,0.22212087349223308
RAET1G,1.4704992265356849,3.203090627241399,1.732591400705714,22.910508243411442,3.1850172823419387e-53,1.4523092607979424e-51,1.3587741610666288,True,0.6666563628373612,inflammatory_up,0.8038428636983237
RAB3B,-1.1753060114315328,0.22749089030909958,1.4027969017406323,-27.751669091574403,3.7720039891417165e-53,1.7094768078838908e-51,-4.001791082259927,True,-3.262653722512648,silenced_down,2.087347711081115
GSTA3,-1.7385188498058248,0.9129179266567524,2.6514367764625772,-22.842383969662265,4.254799680848455e-53,1.9165938562367354e-51,-1.9451401269150306,True,-0.460832116946035,silenced_down,-1.2776867328597898
CLCA2,1.2812630989761047,7.241740758629734,5.9604776596536295,22.580203837764582,4.329851929476105e-53,1.9400863468353383e-51,1.3253765834049425,True,0.5542233184090648,inflammatory_up,0.7270397805670399
ITM2A,-1.8157767228868158,3.5433016438303975,5.359078366717213,-23.13544504120154,4.333055278502067e-53,1.9400863468353383e-51,-0.9391051648938293,True,-0.8532572076562741,silenced_down,-0.9625195152305417
NR3C2,-1.092929800555095,1.003589929710122,2.096519730265217,-22.48358688130547,4.651702555327178e-53,2.0765032578059613e-51,-1.7847597768911125,True,-1.1559207385955048,silenced_down,0.0629909380404099
ABCA12,1.351834805249538,4.992396279398323,3.6405614741487855,22.687745693958856,6.265867785249245e-53,2.7720870424919654e-51,0.7750538043914599,True,0.13166494985900634,inflammatory_up,1.2201698553905316
DSC2,2.2361317810389902,6.11774579080133,3.88161400976234,26.55514706705052,6.338000118377736e-53,2.79567868723101e-51,2.900828218861302,True,1.880391883168179,inflammatory_up,0.3557398978708113
CHRNA9,1.5303550203307295,2.275232376404135,0.7448773560734054,22.592317462415053,7.638144976387882e-53,3.3492927750444206e-51,2.8486232214135425,True,1.3779362909606454,inflammatory_up,0.15241872937008405
ADRB2,-1.1921243245439097,1.5196022262545066,2.7117265507984163,-22.638209113552804,9.210646734385245e-53,4.026948932548137e-51,-1.9346428462284182,True,-0.7051942040107826,silenced_down,-0.4869301205331271
HRH2,1.9112927259161456,2.583839872142138,0.6725471462259922,28.512652740234437,9.630761092304366e-53,4.198277526014792e-51,2.5959617515862092,True,1.3589283784338373,inflammatory_up,0.5523643474823083
APOL6,1.527559903505321,3.609056444589643,2.0814965410843222,22.660807619051905,1.3213356611319673e-52,5.743173860446402e-51,2.5101820055955004,True,1.593337385367903,inflammatory_up,-0.06577748186258203
IVL,1.6907021475144282,7.739517168383128,6.0488150208687,22.27209499706624,1.520291980388739e-52,6.58867063804041e-51,1.7124956349950677,True,1.0080012564104406,inflammatory_up,0.6827008911039876
OAS2,2.753833593017018,4.114048698758019,1.3602151057410012,24.545812362173983,1.7596511020054195e-52,7.581801052553785e-51,3.878059523522611,True,2.553537546259433,inflammatory_up,0.20029604675758472
SCD5,-1.1716502800014807,1.2711415745045862,2.442791854506067,-22.87049621763085,2.056765703943065e-52,8.836364794541519e-51,-2.2400918573944075,True,-1.622778745827857,silenced_down,0.45112846582637633
ZNF853,-1.0750003470294136,1.1866568215710764,2.26165716860049,-22.336987172214712,2.1480288466334695e-52,9.201858445304475e-51,-1.0643234709537805,True,-0.6268844824682405,silenced_down,-0.44811586456117314
AMMECR1,1.1729431235159833,3.3169096163574525,2.1439664928414692,23.535136580273182,2.172545590959622e-52,9.280140864831834e-51,1.021263216250695,True,0.7886904226112206,inflammatory_up,0.3842527009047627
CD274,1.671768924301908,2.1500716761685608,0.47830275186665283,27.52407423218926,2.3963145162228043e-52,1.0206651943739824e-50,3.1921932875990193,True,1.5168130422008956,inflammatory_up,0.1549558821010124
TPPP,-2.2140341478062195,1.2501712587252272,3.464205406531447,-22.74715951932951,2.536295289426993e-52,1.077200842209493e-50,-3.2487913779348894,True,-0.7776667079194661,silenced_down,-1.4363674398867534
KRT16,2.4286392103532197,12.285822999171577,9.857183788818357,23.578494910549843,2.5592873902769052e-52,1.083869146907869e-50,6.223365965455105,True,5.307182789936523,inflammatory_up,-2.8785435795833036
PCSK9,1.6205193822885624,2.5313521839831754,0.9108328016946131,23.42638109485425,2.863069798574021e-52,1.2090776294262166e-50,2.2323983680947377,True,1.438906205898841,inflammatory_up,0.1816131763897213
CCNA2,1.3169937368366882,3.1719701859500584,1.8549764491133702,22.47033384875508,2.9514318263526518e-52,1.2428621557714495e-50,1.3952811819360282,True,0.633245843026232,inflammatory_up,0.6837478938104562
SLC39A6,1.0010540644994208,5.972798612110128,4.971744547610707,22.617942519328484,3.508590640657446e-52,1.4650337043082285e-50,0.8879004095676661,True,0.35815856148409164,inflammatory_up,0.6428955030153292
S100A16,1.0022533083644536,8.880695943856622,7.878442635492169,22.14984468036475,3.817874854658493e-52,1.5897117567086415e-50,0.9661019160361839,True,0.4170236683288664,inflammatory_up,0.5852296400355872
AEN,1.030404776581137,3.031779517736854,2.001374741155717,22.188213029760878,4.777663511663521e-52,1.9673121357583998e-50,1.235392818910563,True,1.3762123971402622,inflammatory_up,-0.3458076205591252
EPHX3,1.2875204300355998,5.986150522957273,4.6986300929216736,22.478054386044988,5.55742681248424e-52,2.2757892442859015e-50,0.9923091613401711,True,0.6379578463533191,inflammatory_up,0.6495625836822807
CSTA,1.8360335842782325,9.544006391946192,7.70797280766796,22.43210423535082,7.886252101664205e-52,3.2029818986677156e-50,1.5250693859909923,True,0.0896006594619223,inflammatory_up,1.7464329248163102
ENPP5,-1.0918588902016466,0.5706170804526165,1.6624759706542631,-22.24881953811627,8.676483764165895e-52,3.5047807378892944e-50,-1.2738265808357099,True,-0.9849025120965977,silenced_down,-0.10695637810504888
LGALS3,-1.1120067421764128,6.185191612743725,7.297198354920138,-23.242777199466108,8.930358319813347e-52,3.5975549166402553e-50,-0.9651516464933829,True,-0.16241435530920967,silenced_down,-0.9495923868672032
GBA,1.0276513716224436,5.4588935941062,4.431242222483756,23.137183585342015,9.22540818053268e-52,3.706370070368062e-50,1.2447448399644392,True,0.5001775476910355,inflammatory_up,0.5274738239314081
TLE2,-1.3006348315810485,2.481096298099748,3.7817311296807965,-22.615003551752793,1.028135696761907e-51,4.1194709251659695e-50,-1.1709905641650598,True,-0.3965356458362628,silenced_down,-0.9040991857447858
BOC,-1.261897997103799,3.5160577445977914,4.77795574170159,-22.920855578667293,1.1194304006647295e-51,4.437422108234988e-50,-1.50360618206056,True,-1.3067173575491395,silenced_down,0.04481936044534063
PGM5,-1.5648711206291717,2.6243412664798242,4.189212387108996,-22.034517612820576,1.2124617290933488e-51,4.793415851854423e-50,-1.1302283638776225,True,-0.27960330077202444,silenced_down,-1.2852678198571472
MPHOSPH6,1.5833076100663002,5.144887999154752,3.5615803890884514,22.18530522247085,1.41133425963986e-51,5.564849806245761e-50,1.6622885345876872,True,0.8603350938803427,inflammatory_up,0.7229725161859575
ZWINT,1.0370844762830833,3.1634410229102654,2.126356546627182,22.395264259376944,1.4393466714588895e-51,5.66028790244349e-50,1.048283231059386,True,0.8141507512184751,inflammatory_up,0.22293372506460818
TRPV6,-1.2751641488344332,1.4763198717943415,2.7514840206287747,-22.38498936665383,1.4457010255834054e-51,5.670275922242037e-50,-1.4856532771371351,True,-1.12421439272079,silenced_down,-0.15094975611364325
CYP2W1,-2.0044244072683037,0.13778559940925894,2.142210006677563,-32.534501158788714,1.7849235122618922e-51,6.964012600990297e-50,-2.3526893358855783,True,-1.6595877393296836,silenced_down,-0.3448366679386201
TCEAL3,-1.127463454012156,3.3652576215881598,4.492721075600316,-22.516313149010866,1.8003659277073762e-51,7.005874218683285e-50,-1.1176185035275408,True,-0.5757213990138252,silenced_down,-0.5517420549983307
FGFBP1,2.0214590216631514,7.159397479964007,5.137938458300856,21.88980065145378,2.161969889336256e-51,8.391039792423876e-50,1.467954532026229,True,0.9436114309253893,inflammatory_up,1.077847590737762
ALDOC,-1.2009969074650608,3.955920911278922,5.156917818743983,-22.05542923112284,2.3966786798023936e-51,9.22969652208875e-50,-0.5311482491406707,True,-0.5145604559882391,silenced_down,-0.6864364514768218
GDPD2,-1.4492626694291775,2.5836716752267175,4.032934344655895,-21.866990541808416,2.7621529765388225e-51,1.0582320617590104e-49,-1.1826366984541132,True,-0.5981302818151182,silenced_down,-0.8511323876140593
CDC6,1.0837748923138146,2.196246996936076,1.1124721046222612,22.082688161393335,2.9816746996528777e-51,1.1364767797523085e-49,1.1860731581036879,True,0.6985786999788068,inflammatory_up,0.3851961923350078
EPSTI1,1.91550856849277,3.487210082502596,1.571701514009826,22.41188768888819,3.081249005067867e-51,1.1714262521824513e-49,2.5797509983163702,True,1.8469999636178236,inflammatory_up,0.06850860487494637
FBXO45,1.2525271460067797,4.2773103128298295,3.02478316682305,22.06555706789709,3.124025917127227e-51,1.1846593178085773e-49,1.3913024441575743,True,0.8990850548520175,inflammatory_up,0.3534420911547622
FAM117A,-1.2389442586022512,2.534658670682762,3.7736029292850133,-23.43573279207114,3.234191809155813e-51,1.2202096762208416e-49,-1.316350197477886,True,-0.8136965595549954,silenced_down,-0.4252476990472558
SGCG,-1.4389193191643594,1.0823508623149813,2.521270181479341,-21.911461159412788,3.489230670734137e-51,1.3130990865939987e-49,-0.9095441308168817,True,-0.6777371125336455,silenced_down,-0.7611822066307139
ADAMDEC1,2.263785037412229,2.617773772579322,0.3539887351670931,27.507012092994202,3.804939915844721e-51,1.4282937335614085e-49,2.0238075435075884,True,0.651119702457187,inflammatory_up,1.6126653349550417
TMEM8B,-1.0006612368009564,1.4802706070753373,2.4809318438762937,-22.200485371643317,4.730860463642771e-51,1.7625123005526264e-49,-1.4057141789600287,True,-0.7028815060399562,silenced_down,-0.29777973076100017
WNT7B,-1.6083367392839851,2.247123722367706,3.855460461651691,-21.68916731388496,5.0786567024549614e-51,1.887355797049825e-49,-1.9205791539899817,True,-0.40867735506532377,silenced_down,-1.1996593842186614
RAI14,-1.3396691643296572,2.049993058211803,3.3896622225414603,-22.70234718228663,5.354285598398963e-51,1.9848243246932816e-49,-2.4532869324883526,True,-1.4053129192365752,silenced_down,0.06564375490691798
KLK1,-1.532814654928575,3.180309157882658,4.713123812811233,-22.421587233718153,5.663218353138475e-51,2.0889265712010775e-49,-2.0913836187509327,True,-1.117880137690347,silenced_down,-0.41493451723822794
MYBL2,1.4919633298552748,3.499900487572552,2.007937157717277,22.475953240399555,6.716887761090957e-51,2.471448924965769e-49,1.6059422697649723,True,1.0925569224920566,inflammatory_up,0.3994064073632182
PGM5P2,-1.0350815080198046,1.0585005972390256,2.09358210525883,-21.721068024922936,6.863133907490586e-51,2.5190243341937668e-49,-0.5026651112429021,True,-0.2604281060948894,silenced_down,-0.7746534019249152
TRIM14,1.144077004429385,3.751278032746692,2.607201028317307,22.594391986176348,8.669749628320187e-51,3.150998245109525e-49,0.9496048312157779,True,0.5623154851673364,inflammatory_up,0.5817615192620487
AHNAK2,-1.2634554042428405,4.956252680113895,6.219708084356736,-21.558832084880788,9.589834533324412e-51,3.468440154206019e-49,-1.692604501456163,True,-0.7546789688500652,silenced_down,-0.5087764353927753
KIAA0101,1.406893991543956,2.9865905627798024,1.5796965712358464,21.540513358597014,1.361809798113594e-50,4.901526065123142e-49,1.1883888452741125,True,0.6464647188914954,inflammatory_up,0.7604292726524606
S100A11,1.0339909877744162,9.6309950022497,8.597004014475283,21.461994234608866,1.6441071092768545e-50,5.903297627874503e-49,1.2257532071176316,True,0.9290349896423047,inflammatory_up,0.10495599813211154
FAM134B,-1.304334656631306,1.7768788187318258,3.081213475363132,-21.454071907917275,1.9191500156135518e-50,6.836687421963524e-49,-2.1954430539263217,True,-1.4063894794447522,silenced_down,0.10205482281344613
CKS2,1.3925430324204906,4.741903668851109,3.3493606364306188,21.92055282533774,1.992661941988561e-50,7.052599944680943e-49,1.2661526248609078,True,0.7692775513687282,inflammatory_up,0.6232654810517624
LAMB4,-1.39493841780885,2.2090999181020043,3.6040383359108543,-21.398372408231964,2.367688223096909e-50,8.340209819036862e-49,-1.785474995947519,True,-0.8653184127553155,silenced_down,-0.5296200050535345
LGALS9B,1.3384389726185906,1.9886464992702932,0.6502075266517028,23.45064923514394,3.099788504618022e-50,1.084196614615221e-48,1.0096445904845817,True,0.6852489811927959,inflammatory_up,0.6531899914257947
HMOX1,1.1799940649882172,6.154410679171194,4.974416614182977,21.40017370292279,3.3550003926875466e-50,1.1679644224192126e-48,1.1775392485101506,True,0.6007980303474261,inflammatory_up,0.5791960346407912
SOD2,1.3969618834429625,7.292006962168279,5.895045078725317,21.74460188571939,3.873963600401991e-50,1.3453886784771633e-48,1.7502432709604214,True,0.6999772318015989,inflammatory_up,0.6969846516413636
SLC8A1,-1.056916410317794,1.0876672471358908,2.1445836574536847,-21.401183814113764,3.8829986778021516e-50,1.3453886784771633e-48,-2.379265254463015,True,-1.2519950534907567,silenced_down,0.19507864317296275
UHRF1,1.0182283030731285,2.4486479818286133,1.4304196787554848,21.30031103643805,4.354366484549565e-50,1.4983254118710483e-48,1.0210171532084185,True,0.8928064883185294,inflammatory_up,0.12542181475459913
TEX101,1.2278430035033265,1.3578964826059,0.13005347910257328,27.709998341945713,4.543532884342975e-50,1.556212357736367e-48,1.4460855280083809,True,0.9035870030742246,inflammatory_up,0.32425600042910196
SMOX,1.4981788566223813,4.262907452399061,2.7647285957766794,21.4545718411774,6.5139845759970885e-50,2.2107392858949024e-48,1.5853428254778392,True,1.188396462040417,inflammatory_up,0.3097823945819642
AURKB,1.2304509536064718,3.3094814699655224,2.0790305163590506,21.346690169546665,7.246790587459566e-50,2.448262320058783e-48,1.1742316194030815,True,0.6656985269197633,inflammatory_up,0.5647524266867086
PHYH,-1.0146209772909836,2.6066854678469236,3.621306445137907,-21.375398700260238,7.688764317337886e-50,2.5916889246536887e-48,-1.1111972741206686,True,-0.4963547243345272,silenced_down,-0.5182662529564563
SLC7A11,1.1918533135993417,1.6067056564604107,0.414852342861069,24.816301169099756,8.047500078119218e-50,2.70036317519734e-48,1.9154217320413407,True,0.5923983801242718,inflammatory_up,0.5994549334750698
TNNT2,-1.4168633571664628,0.8099272357503658,2.226790592916829,-22.63428602072142,8.898276203226625e-50,2.97911882344513e-48,-1.5441451174621572,True,-0.6505049588615739,silenced_down,-0.7663583983048889
CEP55,1.160656934253366,2.2613412700072497,1.1006843357538838,21.48229319844194,9.487094735204804e-50,3.1691160278386387e-48,1.4095791120094048,True,0.9941830433677823,inflammatory_up,0.16647389088558362
KRT16P3,2.091071332117451,8.713753334212912,6.622682002095461,21.89321954875284,9.914580099870104e-50,3.2970969392521054e-48,0.8858634046550092,True,0.8129130331872209,inflammatory_up,1.2781582989302303
GSN,-1.4639467772057948,8.13162670011418,9.595573477319975,-21.387545368206396,1.0556653214320258e-49,3.5027823667605055e-48,-1.0301983042699323,True,-0.34743261355557564,silenced_down,-1.1165141636502192
LAMP3,1.7119237590972856,4.078341538646105,2.366417779548819,21.51226358598996,1.1001641708701257e-49,3.6423029844063296e-48,1.2152242990712732,True,0.7827304696838708,inflammatory_up,0.9291932894134147
SCCPDH,-1.1685996130483614,2.815708307238814,3.984307920287175,-21.64397647283826,1.1777187126727969e-49,3.8903974808624725e-48,-1.4093804231245706,True,-1.291491979427617,silenced_down,0.1228923663792556
CNTFR,-1.8375184601885997,1.417967593878288,3.2554860540668877,-21.115172024894925,1.2599709673082671e-49,4.143687705539246e-48,-1.1553019488339746,True,-0.7154803234446782,silenced_down,-1.1220381367439214
GAL3ST4,-1.1330347078401104,2.637750280391593,3.7707849882317035,-21.04345431199868,1.947522506819466e-49,6.376634815830696e-48,-1.6205859470131778,True,-0.5890583296459879,silenced_down,-0.5439763781941225
EMX2OS,-1.2410922319782405,1.6207559072020772,2.8618481391803177,-21.367576587726923,2.177252387597252e-49,7.066562607343482e-48,-1.78691123961132,True,-0.9771894781587926,silenced_down,-0.26390275381944783
RAI2,-1.4133508848672072,1.7854620286062668,3.198812913473474,-21.06989542707738,3.010624779294821e-49,9.686782974938856e-48,-1.5960168624075326,True,-0.7817574574670765,silenced_down,-0.6315934274001307
KCTD17,-1.1865255052716268,2.4408465616211927,3.6273720668928195,-21.16967908292588,3.0930348193889876e-49,9.909043661684763e-48,-1.6476733450796655,True,-0.9350968795022054,silenced_down,-0.2514286257694214
PTPRU,-1.2093059363687986,2.0155638981170494,3.224869834485848,-21.333845340739195,4.106111480419289e-49,1.3042168195818959e-47,-1.257559332134952,True,-0.6464826952258211,silenced_down,-0.5628232411429774
SPTLC2,1.0198055952748981,4.182899390286158,3.16309379501126,21.337196192198117,4.310017200458703e-49,1.3660640870963458e-47,1.3926530055476922,True,0.4905211601693038,inflammatory_up,0.5292844351055943
SERPINA12,-2.600288040576249,4.369856562577299,6.970144603153548,-22.754751030332454,4.584354947445531e-49,1.4468457811842423e-47,-2.3715449885251303,True,-1.548494720774647,silenced_down,-1.051793319801602
NRN1,-1.381368672955257,3.198818941375759,4.580187614331016,-21.155132932952206,4.932674605836812e-49,1.5534789833848347e-47,-0.9114799196735195,True,-0.4724690121193955,silenced_down,-0.9088996608358615
TPX2,1.1055827805713974,3.4066213960274325,2.301038615456035,20.872163932105007,5.274886206512024e-49,1.6577417221945294e-47,0.8986969362773287,True,0.5592262394542917,inflammatory_up,0.5463565411171056
DUOXA1,1.1477186851059944,5.06493844623292,3.9172197611269253,20.8379556271454,6.872880933697169e-49,2.1463314092312692e-47,0.9782007146339842,True,1.1644441485996362,inflammatory_up,-0.01672546349364179
FUT2,1.8916039625121377,3.6158815101210102,1.7242775476088725,21.845737318674043,7.743279172606291e-49,2.4080302280500527e-47,2.0491765949403065,True,1.4047048254701218,inflammatory_up,0.48689913704201593
IRF7,1.9548433840800712,3.9199966869054568,1.9651533028253856,21.516085115862012,8.094673298932602e-49,2.5120525801384787e-47,1.962585736163779,True,1.4426960789990093,inflammatory_up,0.5121473050810619
DDAH1,-1.1191209839496066,1.567134935929343,2.6862559198789495,-21.055204951044452,1.577872975892578e-48,4.856822741368378e-47,-1.5093101716722237,True,-0.39959234928954457,silenced_down,-0.719528634660062
RAB38,1.021986919519307,5.855834644432203,4.833847724912896,20.731688443971468,1.720469749015713e-48,5.262300991588184e-47,0.801965435182554,True,0.24118001587232385,inflammatory_up,0.7808069036469831
OAS1,2.0948191615942675,4.6694930913969745,2.574673929802707,20.801187524307235,2.0541673358210323e-48,6.25721259159419e-47,2.3545444281768617,True,1.4250461082168693,inflammatory_up,0.6697730533773982
CDH3,1.5943498498953037,5.563841779826952,3.9694919299316487,22.889506792727317,2.2100769946682548e-48,6.718362888700124e-47,1.620013084214107,True,1.6752000302285186,inflammatory_up,-0.0808501803332149
STXBP6,-1.1844829813192275,1.5307567411777783,2.7152397224970057,-21.90372493631331,2.4885935180077205e-48,7.54958013167036e-47,-1.6133948689839808,True,-0.5456081546192424,silenced_down,-0.6388748266999851
TRIM15,1.1592609404404488,1.254734881066001,0.09547394062555219,27.558970341791525,3.43937882989665e-48,1.037045969704132e-46,2.0790285849803634,True,2.0648231224100946,inflammatory_up,-0.9055621819696458
PRSS53,2.6210658782886003,4.148197849574319,1.5271319712857188,24.395208124332427,3.6498559379490276e-48,1.09828154893952e-46,0.7893965131570126,True,0.9922391556207657,inflammatory_up,1.6288267226678346
GPRASP1,-1.0466841113157497,0.7920997606491058,1.8387838719648555,-21.36318255101893,3.842268400512155e-48,1.1538448439113774e-46,-1.5860417723867575,True,-0.8620930204118449,silenced_down,-0.1845910909039048
PLA2G2F,1.8587985666256022,4.298740927834187,2.4399423612085847,21.088674582462005,5.622845797281268e-48,1.675022099731183e-46,1.9899329832122996,True,1.7417216972460174,inflammatory_up,0.11707686937958472
UGT3A2,-2.2461217276680157,0.2136723678527503,2.459794095520766,-29.022713723289215,6.234205538436406e-48,1.849729846883377e-46,-3.599241072455546,True,-3.1553969869980363,silenced_down,0.9092752593300206
ASF1B,1.0761880240288435,3.0112478235600655,1.935059799531222,20.92361520165529,6.925370602457765e-48,2.042572103284418e-46,1.1178176488909113,True,0.6441833984263576,inflammatory_up,0.43200462560248587
NUP210,1.010474538065665,2.512562546252865,1.5020880081872001,21.148341725368113,7.21195479234482e-48,2.1228853066971438e-46,1.103731535563516,True,1.3903791325758572,inflammatory_up,-0.3799045945101922
NLRX1,1.0926792169789161,4.887468165167918,3.7947889481890016,20.45195651819876,7.444663082980681e-48,2.1870536902867158e-46,1.5193914398683779,True,1.0324459789783118,inflammatory_up,0.06023323800060432
SLITRK6,-1.058209483068957,1.049546725426207,2.107756208495164,-20.425317189784813,7.681407119149147e-48,2.2521522056440253e-46,-1.8680963082162472,True,-1.074088087538768,silenced_down,0.01587860446981093
HSPA2,-1.1944939535054786,4.074029064325064,5.268523017830542,-20.372913397141645,1.0936624956670453e-47,3.1939671901946223e-46,-0.9942505391305962,True,-0.7612544437901141,silenced_down,-0.4332395097153645
CBX7,-1.1461141681381788,3.2295307552855785,4.375644923423757,-21.70372158807441,1.2022470413222304e-47,3.497338995940304e-46,-1.1147120175648593,True,-0.522380596179373,silenced_down,-0.6237335719588057
RELL2,1.1661661720473904,2.887816465145673,1.7216502930982827,21.787903683530235,1.2736488420018898e-47,3.6906023462686335e-46,1.506305120913982,True,1.0343740614259602,inflammatory_up,0.13179211062143015
SERPINB1,1.4969059668645457,6.259313445034766,4.76240747817022,22.196921524704486,1.3247833586790919e-47,3.823864976070816e-46,2.1372428060478255,True,1.15924223288971,inflammatory_up,0.3376637339748356
TMEM165,1.3349402259382677,5.327376888598091,3.9924366626598236,20.81780327008137,1.8229261173619592e-47,5.22115544018989e-46,1.387463440883991,True,0.9983369450510953,inflammatory_up,0.3366032808871724
RHOB,-1.3142633184813342,5.016258545598348,6.3305218640796825,-20.90345028753078,2.2278360881296734e-47,6.356388378128137e-46,-1.0847516540042843,True,-0.3799137400927508,silenced_down,-0.9343495783885833
SLC7A5,1.8583370659998977,5.797602566888235,3.9392655008883377,21.243936918528767,2.69153597080854e-47,7.664690077790984e-46,1.1914404980938889,True,0.8002189038577248,inflammatory_up,1.058118162142173
LYN,1.082664755872317,3.8425030422227295,2.7598382863504125,20.18208666737251,3.189685842958924e-47,9.031367629635125e-46,2.118771498481774,True,1.2616435401714714,inflammatory_up,-0.17897878429915437
HERC6,2.6497987721996914,4.426389465653563,1.7765906934538716,22.69559609964037,5.188209655403182e-47,1.4551459722182698e-45,2.923396306061214,True,1.5223094997413016,inflammatory_up,1.1274892724583898
GAN,-1.419232414414068,2.245413130281298,3.664645544695366,-20.480984837083,5.440602558780219e-47,1.5201984405313525e-45,-2.3641733810509553,True,-1.726995489301789,silenced_down,0.3077630748877209
SCEL,-1.8878775691125353,4.705431722257304,6.593309291369839,-20.42058814362464,6.779742185275274e-47,1.8732503268423225e-45,-1.9803046453550515,True,-1.4922920494137006,silenced_down,-0.3955855196988347
MREG,1.1623008493908769,4.261465383182102,3.0991645337912255,20.120326092344676,7.047541488280389e-47,1.9436308761277918e-45,1.0149481809874183,True,0.5486670972427685,inflammatory_up,0.6136337521481083
PAPLN,-1.2358954810342544,1.5329202762841314,2.768815757318386,-20.260023507377742,7.492102364703207e-47,2.0624092898391327e-45,-2.097810084547053,True,-0.8088025095882623,silenced_down,-0.4270929714459921
MACROD2,-1.0703857932437362,0.4514842001466906,1.5218699933904267,-23.604620679595993,1.210270784255439e-46,3.307109413227408e-45,-1.7803291192159705,True,-1.471486244147291,silenced_down,0.40110045090355473
SERPINA1,1.3592016238631344,2.5226938290757026,1.1634922052125682,20.61021478371216,1.2732206547989004e-46,3.4663782112794236e-45,2.2676326690717463,True,1.0061681152365154,inflammatory_up,0.353033508626619
MKI67,1.2791838453233872,2.9817174628754213,1.702533617552034,20.28096918380163,1.5474997351442444e-46,4.190088080677448e-45,0.6581925671638817,True,0.6818737606141454,inflammatory_up,0.5973100847092419
POLR3G,1.229636966361123,1.976918384989413,0.7472814186282899,22.28463642669719,1.5711465782670318e-46,4.238674026486285e-45,1.727697355544112,True,1.207673342992425,inflammatory_up,0.02196362336869817
SLAMF7,1.1607484754789148,2.7282864751511435,1.5675379996722287,19.911147042908574,1.6553528192412134e-46,4.457757184424028e-45,1.935817415317425,True,1.4282629988324702,inflammatory_up,-0.2675145233535554
BUB1,1.0377140550886668,2.034784724947902,0.997070669859235,20.21484952449375,1.679575450443421e-46,4.514808150242577e-45,1.0745543498274057,True,0.6371260313223668,inflammatory_up,0.4005880237663
RNF128,-1.0108981566623052,1.4532790339143598,2.464177190576665,-19.908118377555052,1.6882684506463645e-46,4.529983848169352e-45,-1.1437266220301803,True,-1.2636397688504801,silenced_down,0.2527416121881749
WFS1,-1.094486081965961,2.9232684645430975,4.0177545465090585,-19.914930594185343,1.7674884600007657e-46,4.7340028752993474e-45,-1.2395982542456925,True,-0.6754830145534512,silenced_down,-0.4190030674125098
IFI16,1.27827712501802,6.345300429950779,5.067023304932759,20.299423595479364,1.7709252342577703e-46,4.7346769077772943e-45,1.6503939538585168,True,1.1091810846913992,inflammatory_up,0.16909604032662084
C1QTNF7,-1.4261998381452146,0.8946908326732269,2.3208906708184416,-19.906097204364876,2.1271605091597863e-46,5.626377396558759e-45,-2.5339580412446767,True,-1.7618949160580675,silenced_down,0.3356950779128529
KANK2,-1.254363366678159,3.615786212228653,4.870149578906812,-20.433211161955903,2.191301273567852e-46,5.785735955876754e-45,-1.0914195661270591,True,-0.518224528684005,silenced_down,-0.736138837994154
CST6,-2.452377087161847,6.960694912310214,9.413071999472061,-19.92790182951793,3.0095107647623126e-46,7.862280758908925e-45,-1.5286575495516797,True,-0.8171028941746057,silenced_down,-1.6352741929872412
FOSL1,2.3339053171624315,3.241371506564772,0.9074661894023403,21.531229957270767,3.103097116453475e-46,8.092550637908931e-45,1.4939163705815903,True,2.2180492584190716,inflammatory_up,0.11585605874335991
DLGAP5,1.240281172749778,2.1121653207857025,0.8718841480359245,20.60851732329817,3.3171667940112206e-46,8.620574194576362e-45,1.4774290465252018,True,0.788056943749734,inflammatory_up,0.452224229000044
CDC45,1.1519664394935076,2.3361195266434662,1.1841530871499586,20.21406090867789,3.519742106818122e-46,9.131058711666908e-45,1.2611590363949925,True,0.8660507299145737,inflammatory_up,0.285915709578934
LCE5A,-2.9248285965785414,3.7520258752428615,6.676854471821403,-22.140412989904135,4.714256031654083e-46,1.210318064085284e-44,-2.7952309143816287,True,-3.388625525978722,silenced_down,0.4637969294001807
