gene,log2FC,mean_case,mean_ctrl,t,p,padj
LOC650623,-0.42773764015464855,0.5933251844996495,1.021062824654298,-13.44566837410617,3.049124398792821e-28,2.0073177231202517e-27
SNORA31,1.2649686888462086,2.781122374552478,1.5161536857062692,13.331896412201473,3.1156719608122704e-28,2.050219729857211e-27
ATP2B4,-0.6671164801527736,4.956544048628587,5.623660528781361,-13.812696353673884,3.183782020741607e-28,2.0934388427703527e-27
SMO,-0.5820026996827239,2.8390953253229476,3.4210980250056715,-13.487714220920957,3.1841676579238263e-28,2.0934388427703527e-27
LOC284578,-0.8560721640628628,0.43376525962154827,1.289837423684411,-14.721038407148296,3.19235846821411e-28,2.097896049071739e-27
CRCT1,1.1832696238235139,8.130540909957105,6.947271286133591,13.36499110319445,3.2879448460263924e-28,2.1597569658056704e-27
ARMCX6,-0.6035036875725002,2.5878938704159635,3.1913975579884637,-13.517767733265783,3.300255933568851e-28,2.166886239068064e-27
CCDC19,0.7899335133044014,1.9839517099819282,1.1940181966775267,13.574953779445918,3.4329787913170404e-28,2.253034425294826e-27
PRKAB2,-0.7328338172138076,2.2136386094538874,2.946472426667695,-13.2986568519799,3.519396616789861e-28,2.3087303931412744e-27
SH3BP5,-0.8246633160072987,3.686061330719834,4.510724646727133,-13.343706328426675,3.786355779715697e-28,2.4827604175330316e-27
C16orf59,0.4785055896359631,0.9874147955894534,0.5089092059534903,13.348821153369967,3.7919673496877534e-28,2.4853436795903198e-27
EN1,-0.8099674489493833,2.1705292343887264,2.9804966833381097,-13.285627560547349,3.905902122780449e-28,2.5588909235403868e-27
NINJ1,-0.8675903237871418,4.898853296264152,5.766443620051294,-13.306056177768564,3.92096229698775e-28,2.5676257508688505e-27
ARHGAP31,-0.6283792885082184,2.5237912402349183,3.1521705287431367,-14.00771437800909,3.9580072063675834e-28,2.590743158197011e-27
C10orf57,-0.7801878748577442,4.57888854562537,5.359076420483114,-13.788691715904877,4.045122215812738e-28,2.646599548329945e-27
CLDN17,2.207760023253355,2.390902720613411,0.1831426973600557,15.763358196820715,4.047922483195548e-28,2.647266507377995e-27
ADAMTSL5,-0.6446702398277935,0.6557320374173485,1.300402277245142,-14.14085524904885,4.161299487111555e-28,2.7202162214561683e-27
TNXA,-1.3711175133683255,5.342980115449122,6.714097628817448,-13.388293854000072,4.173025429025622e-28,2.7254843146953376e-27
KBTBD6,-0.5434226582988535,1.5142294266857832,2.0576520849846367,-13.284001681368695,4.172436505917033e-28,2.7254843146953376e-27
DLGAP4,-0.4962045707953009,3.8392941529687366,4.335498723764037,-13.291476052048655,4.193682495954188e-28,2.7377729601387353e-27
MT1X,-1.2081034920023423,6.9255966665767765,8.133700158579119,-13.51366945212919,4.21660838983938e-28,2.7503239892480206e-27
CAV2,-0.6815931290570116,4.47266199434542,5.154255123402431,-13.685599956337418,4.216164571746965e-28,2.7503239892480206e-27
LMO4,-0.688040940475156,3.382272977754495,4.070313918229651,-13.32106735240029,4.317241430090822e-28,2.8147278008026347e-27
FAM38B,-0.6805951350250493,0.6278758356834532,1.3084709707085025,-13.2834875308289,4.340487845489292e-28,2.8286432189039164e-27
HBEGF,1.2127313021614792,3.334252846727878,2.1215215445663986,13.635377269972016,4.3721242547867835e-28,2.848011702340295e-27
GUSB,-0.4678129293300115,4.417028529402516,4.884841458732527,-13.403805098285797,4.478994523715503e-28,2.9163492595282938e-27
C4orf10,0.3372826655999406,2.7008213254556446,2.363538659855704,13.316233720552196,4.658201791496514e-28,3.0317062009893032e-27
RPL13,-0.6336475008094755,8.691378640676403,9.325026141485878,-13.315275169278305,4.8067414652088915e-28,3.1270114608459595e-27
HS1BP3,-0.5762280250975,2.8554504589517316,3.4316784840492316,-13.260500245173857,4.8447358582293475e-28,3.1503498920638345e-27
FCER1A,-1.1511929382969779,4.022869202310363,5.174062140607341,-13.44376154658858,5.0050264226817905e-28,3.253157751340831e-27
CYBRD1,-1.281544090768742,5.582865701992882,6.864409792761624,-13.437300428687037,5.206159371986567e-28,3.382410798277112e-27
SPOCK2,0.8687345274429694,2.632709014107806,1.7639744866648364,13.466481708897565,5.241796077639846e-28,3.4040759586769905e-27
CRAT,-2.421852556829167,3.3875785811694614,5.8094311379986285,-13.654096648604916,5.265859711934495e-28,3.418209808642195e-27
DNAJC14,-0.35294845576432765,3.5301545605010487,3.8831030162653764,-13.601505200459117,5.321916752888273e-28,3.453090027572422e-27
GLDN,-0.9134095321833384,1.7596532766858823,2.6730628088692208,-13.30811145525656,5.3439564106009e-28,3.4658774888124944e-27
DIDO1,-0.364069497906117,2.5500945426827717,2.9141640405888887,-13.27074497041003,5.378486945275106e-28,3.486751349390076e-27
HLA-DQB2,-1.1414971835797623,4.9788520600225805,6.120349243602343,-13.227744009915863,5.62506801996535e-28,3.645014651995856e-27
TRIOBP,-0.5139699721218975,2.654481589325593,3.1684515614474904,-13.2522285286063,5.815493998289552e-28,3.766767681245063e-27
TSFM,0.4664588198185595,3.5475885422484197,3.08112972242986,13.28383352812707,5.822099696662913e-28,3.7694038323560195e-27
SORBS3,-0.8885908629931443,4.707497245321727,5.596088108314872,-13.220202164345114,5.975928041715522e-28,3.867312596434533e-27
FAHD2A,-0.5303752634550398,3.191037942499425,3.7214132059544647,-13.248722535743417,6.2801541192827105e-28,4.062423454444625e-27
CAMP,0.74122436389912,0.9723728460329637,0.23114848213384365,14.162849589821647,6.396943038034161e-28,4.1361704332482734e-27
RAB34,-0.4707038102812451,3.7159436241752006,4.186647434456446,-13.39571538742472,6.517199228882308e-28,4.2102636478633426e-27
OR2A9P,-0.8769741899666004,2.15954509423471,3.0365192842013102,-13.280067025920314,6.514595464923136e-28,4.2102636478633426e-27
RNF38,-0.6123492031249391,2.839105985232831,3.45145518835777,-13.386503729422406,6.536492589535871e-28,4.2208932382037674e-27
ESCO2,0.600240686251974,1.0268080025768922,0.42656731632491823,13.888714043570946,6.830409958553375e-28,4.408773080064955e-27
TUB,-0.6620145118785492,1.2815304820789062,1.9435449939574554,-13.189474054806881,6.944856425935434e-28,4.479987374984093e-27
GSTP1,0.697244330062599,9.023813610163538,8.326569280100939,13.237585407226149,6.946768179844153e-28,4.479987374984093e-27
SLIT2,-0.9773621598469198,1.9905204116461401,2.96788257149306,-13.515875190670032,6.9763272544134325e-28,4.497099073584375e-27
LOC100134229,0.6774886232799324,3.1817458843060753,2.504257261026143,13.743258511584047,7.001879304892248e-28,4.511614038457879e-27
RPS18,-0.6484876276398079,9.75119399068514,10.399681618324948,-13.211271869282564,7.286189522930812e-28,4.692773278092137e-27
PDE4A,-0.6312526734438553,1.933886770682073,2.5651394441259283,-13.251137800965061,7.43089417067749e-28,4.783899603599866e-27
N4BP3,-0.5695760670672312,1.681733098400221,2.251309165467452,-13.184312351289792,7.695753908419376e-28,4.9522676124958455e-27
ANKRD40,-0.5509304072036874,3.254590214305084,3.8055206215087716,-13.262107234874918,7.715836585311045e-28,4.963042442260869e-27
DACT1,-0.5286800837113665,0.5872161645936211,1.1158962483049877,-13.286198228227313,7.806524491142358e-28,5.0192035709702055e-27
KRT75,1.325093426333524,6.8158913367133716,5.490797910379848,13.243786757169298,7.881531791027946e-28,5.065238654285794e-27
TMEM139,-0.6768101353742958,0.5252561953411551,1.2020663307154509,-13.7636884020691,8.073835824510246e-28,5.186584681562005e-27
MARS,0.4554672105217783,5.1556791422913495,4.700211931769571,13.159414835037905,8.31349143989182e-28,5.338231112483452e-27
RPL10A,-0.4631609655418636,9.00436481496148,9.467525780503344,-13.179029292541998,8.323386934802795e-28,5.342277495070965e-27
SP4,-0.47011334948629513,0.9216916691205196,1.3918050186068147,-13.158834050810466,8.409496236254683e-28,5.395216294860849e-27
DSTYK,-0.5705036382330904,2.689800856263785,3.2603044944968755,-13.568644321232942,8.651506894793496e-28,5.5480867122996255e-27
PGPEP1,-0.5595715008847915,1.2335948085745194,1.7931663094593109,-13.205169164635977,9.104204994536532e-28,5.835877845786354e-27
RPS6KA6,-0.4363292969546261,0.48897472954509047,0.9253040264997165,-13.249445136626917,9.109289534939804e-28,5.83662021279656e-27
DVL2,-0.5337476899470683,3.4321811015111243,3.9659287914581927,-13.1448478471643,9.117856228897505e-28,5.839592108684249e-27
ISLR,-1.1408776967522387,4.997133972578722,6.138011669330961,-13.249056712195845,9.35188490237593e-28,5.986897892929294e-27
RTN1,-0.578481394954347,1.2273343732543045,1.8058157682086515,-13.148386509443068,9.603076299973795e-28,6.145059371464075e-27
CEACAM7,-0.7952825970586023,0.3956460569768788,1.190928654035481,-13.766062227743015,9.77549277024369e-28,6.2526979358723084e-27
ABHD14B,-0.6017248517097395,3.811644450828489,4.413369302538229,-13.13828578693768,9.8007557429565e-28,6.266160607270898e-27
MITF,-0.7371684017196998,2.1551155208638857,2.8922839225835855,-13.476348401398075,9.874193001750836e-28,6.310398923947815e-27
HDLBP,-0.35106204254819406,6.343021386304347,6.694083428852541,-13.24944443877662,9.954325617496234e-28,6.358876248563882e-27
IL17RC,-0.6562094442992721,3.5387137716859907,4.194923215985263,-13.142397841575157,9.991842775382637e-28,6.380100638147031e-27
LDHA,0.5709394820447038,7.6677569886120125,7.096817506567309,13.24550351317179,1.0060318807162808e-27,6.421066512171539e-27
BAIAP2L1,-0.4206571054458683,2.906240117250742,3.3268972226966103,-13.226252769056122,1.0150583258769856e-27,6.475897860155104e-27
EPCAM,-1.189358717706662,1.781623146158846,2.970981863865508,-13.13301626275,1.0175890335438365e-27,6.489258251235147e-27
MED29,-0.3362341885213338,3.7114429361024595,4.047677124623793,-13.202215308500495,1.0281640500869476e-27,6.5538844787918e-27
NECAB1,-0.5167728911193865,0.4797602826960751,0.9965331738154616,-13.408486675787143,1.0322779072849175e-27,6.577287223227731e-27
CYP21A2,-1.1802394668653302,3.6496246043617506,4.829864071227081,-13.247523718210346,1.0334487791101344e-27,6.581926350245135e-27
DYNC1I1,-0.5287441447059741,0.7296345034355368,1.258378648141511,-13.32443365308298,1.0526136362968939e-27,6.701114219937186e-27
GLIS1,-0.554364508506393,0.5304365694246426,1.0848010779310355,-13.61631645076788,1.056028608446695e-27,6.719976568732929e-27
ODF3L1,-0.8625671326289565,0.23580108062912383,1.0983682132580803,-15.012137965349805,1.0596744650877766e-27,6.740291366508258e-27
CSNK1A1L,0.5789073410321461,3.8574242455360626,3.2785169045039164,13.515622875865645,1.0736626425328974e-27,6.826345244333413e-27
SERPINA5,-1.3957939431350956,2.1637755647156127,3.5595695078507084,-13.282969324784224,1.0816750667149096e-27,6.874347954988085e-27
FOXJ3,-0.5097664712294554,3.3563221971367763,3.8660886683662317,-13.301025851061567,1.1368562600499001e-27,7.221952267368276e-27
ITM2C,-0.822653980412432,4.521522174022175,5.344176154434607,-13.208726196651106,1.1537632831888836e-27,7.326224350535137e-27
NRSN2,-0.572490764671743,2.565832005903999,3.138322770575742,-13.166950503928867,1.2118275793155161e-27,7.691638329003052e-27
MAP1B,-1.0709473817440198,2.7222903698958207,3.7932377516398406,-13.155212879758087,1.2694236997116574e-27,8.052783728328849e-27
SQSTM1,-0.5469022899796352,5.728626969618098,6.275529259597733,-13.209658504264679,1.2698099602558238e-27,8.052783728328849e-27
FLJ10038,-0.3877220741084568,1.4261260388029722,1.813848112911429,-13.113018232957833,1.2820474107781603e-27,8.126923139111877e-27
ZNF329,-0.5633563369221759,1.3976208258603198,1.9609771627824957,-13.222700181553751,1.3050277887025211e-27,8.269069939924542e-27
CADM4,-0.6681712534681057,3.42638676310245,4.094558016570556,-13.090181688034116,1.3365189727399735e-27,8.464999799650492e-27
SLC23A2,1.0509935130961323,4.1412480662885205,3.090254553192388,14.626504654763048,1.3404547411451602e-27,8.486311638467975e-27
HDAC11,-0.7152251204463616,2.7878737251033057,3.503098845549667,-13.112394264840033,1.341993803166294e-27,8.492438435107262e-27
HACL1,-0.8998734576129159,2.9405153823618817,3.8403888399747976,-14.0469512836484,1.3491221917964202e-27,8.533915481299484e-27
ST7L,-0.6901032782427778,1.5956662511247064,2.2857695293674842,-13.244517977055295,1.36976525531289e-27,8.66080838801621e-27
NAALADL2,-0.5673326245300042,0.5890103275909208,1.156342952120925,-13.192331326007386,1.3841108577118946e-27,8.747792474441885e-27
CHDH,-0.7187310809877191,0.7799982693867861,1.4987293503745052,-13.72659151721335,1.3863022594928806e-27,8.757918864157106e-27
