gene,meta_log2FC,meta_SE,meta_p,I2,n_cohorts,meta_padj,n_concordant
ST6GALNAC1,1.5181621758254873,0.2541394568589524,2.3188007070018557e-09,96.55649690303237,5,1.0556961243506655e-08,5
MAT2B,-0.11625758803396744,0.019467719400573357,2.3463078147045735e-09,0.0,5,1.0677942252270176e-08,5
SDK1,-0.25996065446577243,0.04354404574913235,2.3716340002977176e-09,0.0,5,1.0788905647195984e-08,5
ZNF395,-0.6583737424762415,0.11031329099857401,2.398591103514036e-09,95.35088974310555,5,1.0907197094420231e-08,5
NFAT5,-0.8649175210129568,0.14492625516132118,2.4020343492026086e-09,93.92208360195971,5,1.0918511602419174e-08,5
CDC42SE1,0.7137122163568232,0.11959290223745304,2.4040371915390324e-09,96.825426341333,5,1.0918932528277401e-08,5
SLC47A2,0.6672444969935126,0.11180566141717081,2.40333286605221e-09,74.80159309007078,5,1.0918932528277401e-08,4
UBE2E2,0.13630693973049268,0.02284133968250806,2.4083584015954784e-09,0.0,5,1.0934214951167399e-08,5
NET1,-0.3180766943079383,0.05330170077931886,2.409496602240324e-09,87.12550938487628,5,1.0935039760544417e-08,5
RPIA,-0.1878083715822804,0.03148189635120283,2.4373809637268096e-09,47.56378702297832,5,1.1054869161828879e-08,4
AFF2,-0.19912916310497009,0.033379745245301594,2.4378346008546714e-09,99.46114119012542,5,1.1054869161828879e-08,4
PSTPIP2,0.4101697637328649,0.06876321873598706,2.446958413671041e-09,83.46434290775065,5,1.1091843213753902e-08,5
GPC6,-1.3519242797410036,0.22670059986127306,2.469231041857256e-09,95.8007116846227,5,1.1188366734249762e-08,5
LBH,-0.5543066403548508,0.09295635405902147,2.475195826079357e-09,87.21648998561852,5,1.1210950350134395e-08,5
DDX56,0.3859205323977708,0.0647298834176251,2.4914634799699797e-09,90.63545456285534,5,1.12801625754522e-08,5
UBR2,-0.39348275220915613,0.06600639102345009,2.5026567485042506e-09,88.62441449579454,5,1.1326354690776164e-08,5
SERPINF1,-0.6638859938300383,0.11138485504846167,2.5179129892194396e-09,86.51595233408317,5,1.1390890895431989e-08,5
ZDHHC9,-0.7675227251503851,0.12881473933644788,2.5480435539293467e-09,95.69442978551852,5,1.1521703214364746e-08,5
ALDH16A1,0.43601040713100214,0.0731770528576503,2.5488442467747063e-09,87.52074029371649,5,1.1521703214364746e-08,5
MFSD2A,-0.670741923404764,0.11258024413026461,2.554985556457723e-09,88.48705026604682,5,1.1544899162618454e-08,5
CCL28,-0.5452333412458366,0.09151751699123457,2.55822296679753e-09,85.84734531488704,5,1.155496047271014e-08,5
ARL5B,0.6682944283541875,0.11219632890142049,2.5773931877637324e-09,94.4680876726808,5,1.1636950601309236e-08,4
SPRR1B,2.7803618126818344,0.4668241518930985,2.5863142738558054e-09,98.81819117121017,5,1.1672619336249335e-08,5
NHP2,0.4544375716648166,0.07630569424249599,2.5929847158323582e-09,92.9127817704232,5,1.1698106263376291e-08,5
CKAP2L,0.8722304525896273,0.1464983439424794,2.618927963382589e-09,96.8126977191084,5,1.1810486973329294e-08,5
THOC7,0.2538501411734897,0.042645973940329394,2.6407784847748417e-09,66.83482202704157,5,1.1904329510231069e-08,5
SLC6A15,0.504326476191429,0.08473104630418034,2.6474615832938753e-09,85.99298070100853,5,1.1929751998508309e-08,5
NCAM1,-0.8793475115954921,0.14776585199870262,2.665870635354395e-09,97.08675259739483,5,1.2003242655916282e-08,5
ARHGAP9,0.4949904665159281,0.08317768017690905,2.665072829088899e-09,86.96537338119687,5,1.2003242655916282e-08,5
BYSL,0.5724654460008375,0.0962259574763968,2.694907852429651e-09,94.37584217397826,5,1.2129207310620383e-08,5
GTPBP2,0.6606793377966611,0.11105945584186354,2.6998403512834557e-09,96.41080501682181,5,1.2146625303373659e-08,5
PLA2G2F,1.3886072802162732,0.23345182326149888,2.7118423062688635e-09,97.21692508958073,5,1.2195822677130468e-08,5
PRKCQ,2.3706734653818464,0.3986709192364775,2.740337068374288e-09,98.96940631909584,5,1.2319124406470648e-08,5
JAK3,0.9220011145995115,0.15507157981936165,2.753643757458235e-09,95.29312806996299,5,1.2374078394364207e-08,5
SSBP1,0.47766995859808714,0.08034933458956516,2.7660047585698067e-09,94.96098496468785,5,1.242474121806288e-08,5
RAET1E,1.1240483295734307,0.1891840377326713,2.8232218785007035e-09,95.42734434355468,5,1.267677632168894e-08,5
VPS16,0.20082584906668968,0.03380203403664074,2.8288165143663946e-09,42.245607770526554,5,1.2696910244301776e-08,5
CP,-0.8145160746465431,0.13710814809047067,2.8383662087350103e-09,77.72217693054996,5,1.2734773350964929e-08,5
NPEPPS,0.4393706679971288,0.07396159494256438,2.841115565033192e-09,88.71273508649064,5,1.274210794015671e-08,5
PKD2,-0.5477900262087287,0.09224634933852498,2.87925505659814e-09,93.48039537858696,5,1.2908095610599975e-08,5
FCGR3A,1.0336710609016806,0.1740743361171692,2.88341683862825e-09,92.73704440899452,5,1.2921686122774659e-08,5
TMX1,0.4363325207706585,0.07351118319316019,2.9278393043341566e-09,88.0738661823161,5,1.3115618701860533e-08,5
MRPL37,0.5275236281068004,0.08895474283294695,3.0247866433796844e-09,95.82219799120392,5,1.3544598866868997e-08,5
FLNB,-0.33431535013637365,0.056385921927542784,3.04679148577236e-09,90.07804565828661,5,1.3637791803190923e-08,4
HGSNAT,-0.5171433368111444,0.08722451760801604,3.050155683581579e-09,92.98658192467029,5,1.3647506761136834e-08,4
OTUB1,0.5169012062857354,0.08718578821262736,3.052821329063704e-09,94.72242427963009,5,1.3654089762854564e-08,5
UBE2N,0.7460036864200466,0.12586932521910735,3.0887434832038707e-09,97.54320024302338,5,1.3803954456601505e-08,5
PIGP,-0.29456006752916875,0.04969945550257961,3.088443056853407e-09,60.43330111186452,5,1.3803954456601505e-08,5
PSMB6,0.5505505529976755,0.09290026801239665,3.0992373112326277e-09,95.85620873095387,5,1.3840031617973202e-08,5
SCNN1A,0.4951225130144154,0.08354657859940492,3.09826764244292e-09,88.45982034272537,5,1.3840031617973202e-08,5
RAB11FIP2,-0.39976001700773206,0.06745776500202394,3.102541556998517e-09,84.72241365912075,5,1.3849377227492013e-08,5
PIBF1,-0.5098620295705365,0.0860676351466829,3.1426212743213e-09,87.59608359547897,5,1.4022812805636653e-08,5
ICOS,0.9008290097130911,0.15207249624777144,3.1481319773263294e-09,97.3035988501402,5,1.4041921484508233e-08,5
CMYA5,-0.9838211821185248,0.16609947436683065,3.1595883687174364e-09,96.41531089655635,5,1.4087525051161362e-08,5
NAGK,0.3189472842752777,0.053856610205355746,3.1774665121275802e-09,64.07447754348267,5,1.4161714294987328e-08,5
IQSEC1,-0.4088525663307401,0.06906503808868757,3.222949462866609e-09,84.25702922785733,5,1.435883018686324e-08,4
PLEKHA1,-0.5459923958554369,0.09223644999581916,3.229488676481651e-09,95.33600356990574,5,1.4382358609091638e-08,5
HSPA1A,-0.5403784604970816,0.09134423699938538,3.3017355516307134e-09,91.8579382982436,5,1.4698380384050746e-08,5
TTYH3,0.20864937165198527,0.0352735623462476,3.3151847933510226e-09,0.0,5,1.4752507807547252e-08,5
C1QTNF2,-0.6295904409170863,0.10644726386360251,3.3273142019396573e-09,85.75937106011298,5,1.4800722162091115e-08,5
ALDH3A1,0.7399923969531673,0.12518045361894026,3.3920126707442932e-09,75.37066826884784,5,1.5082648328257005e-08,5
OSTC,0.3745128986394352,0.0633643891824295,3.4114679969832196e-09,75.94588718498751,5,1.5163258997477514e-08,5
MRPL15,0.6070801247968342,0.10272938827448903,3.431313677637604e-09,96.35650428799035,5,1.524554137689588e-08,5
CTNS,0.4942587815830102,0.08364935844265564,3.448225704971719e-09,92.05010814482276,5,1.5314730481443937e-08,5
NGRN,-0.3283699039666709,0.05557908077076565,3.4595741826848325e-09,92.87525454020046,5,1.5359165847166214e-08,5
MYO9A,-0.5956740633664673,0.10082958837589862,3.4685223582187064e-09,94.92607630242043,5,1.5392914440666247e-08,5
NUDT5,0.6667448372359465,0.11286406439674823,3.473312970569964e-09,97.48221213973308,5,1.5404976359109157e-08,5
SLC25A5,0.6218106490666957,0.10525829984882511,3.4739353615975688e-09,97.67329003757746,5,1.5404976359109157e-08,5
PSMA1,0.36953969103549317,0.0625629574974211,3.4905998091971924e-09,89.13644703580108,5,1.546687481346601e-08,5
LILRB1,0.3514483067074666,0.05950002821702439,3.4904665824342374e-09,82.43068143674188,5,1.546687481346601e-08,5
HDAC9,-0.42399262376317276,0.07183312361237666,3.5810630016896994e-09,79.63866335990798,5,1.586157002530672e-08,5
AIM2,1.7208436071896582,0.2915682957745959,3.5906497775073376e-09,97.52726327767218,5,1.5897873066020094e-08,5
ALAS1,0.7884750902108666,0.1335968486383525,3.5934142328386542e-09,93.74262816268858,5,1.590395335261769e-08,5
NOVA1,-1.1510478758096025,0.19524097786562017,3.7349414672149805e-09,93.9034987883353,5,1.6523936088700333e-08,5
FOXN1,0.5038359864853733,0.08546415322273601,3.740234122417974e-09,75.72751639070354,5,1.654095028529295e-08,5
COX5A,0.7414897171014219,0.1258187987841159,3.785256108557178e-09,97.26833389182185,5,1.673358384881116e-08,5
ARMCX6,-0.47940762906641565,0.08135022008116893,3.789422109434781e-09,92.81908348025492,5,1.674552514691087e-08,5
TMEM50A,0.22567353533431242,0.038313541135705786,3.857824060204962e-09,68.02694309932691,5,1.704120736331651e-08,5
AKAP9,-0.6096084772217013,0.10352911958581472,3.902348222339924e-09,89.0176116904371,5,1.7231226295013522e-08,5
MRPS11,0.6103310924389568,0.10366316202471805,3.917558499821894e-09,96.92873887297107,5,1.7291709949793006e-08,5
AZI2,0.443256648553722,0.07529543585319602,3.935083148220997e-09,88.39654602917783,5,1.736235837532321e-08,5
PIGK,-0.19634113631058359,0.033353799651851805,3.941741377744279e-09,0.0,5,1.737832141549271e-08,4
FAM13C,-0.7775828867693757,0.1320927333303789,3.941165394039103e-09,91.54694719412119,5,1.737832141549271e-08,5
ATP13A5,-1.1878488402158598,0.2018460010165139,3.982314034089995e-09,97.38722015816161,5,1.755042946712291e-08,5
CYB5R3,-0.6408995986454598,0.10893012104139768,4.014743648639296e-09,97.18144922206778,5,1.768653155731963e-08,5
ZNF614,-0.47803518248427157,0.08128701266719827,4.0821184210670935e-09,87.96066767892158,5,1.79764167140366e-08,5
DOCK1,-0.5774430954328355,0.0981926251936732,4.084916849222964e-09,95.39155359526438,5,1.798181340790024e-08,5
NDUFAF1,0.28713509268958837,0.04883607559779665,4.113352769508083e-09,51.9286932181215,5,1.810001880716567e-08,5
CENPL,0.6021974709168583,0.1024504103497888,4.1540082484914365e-09,94.89719415760473,5,1.8271882376588726e-08,5
ZBTB2,-0.2351218153600078,0.04000646989064455,4.1752916679627106e-09,74.92623552979786,5,1.8354258057530937e-08,5
NDUFA3,0.3527200650570813,0.06001632402844158,4.175946921591844e-09,58.89158404543576,5,1.8354258057530937e-08,5
KLHL28,-0.6145142984735658,0.10459613404190497,4.225503280608223e-09,91.60863943571078,5,1.8564932169067336e-08,5
ZNF514,-0.6544278687354724,0.11139669351774668,4.234786521450928e-09,88.84044385661792,5,1.8598570692749524e-08,4
FBXO6,1.2659527506028658,0.2155073813735535,4.2466066219049026e-09,97.23403029175134,5,1.8643320622740724e-08,5
ITK,0.8271309446529912,0.14081870677535616,4.2609931139026e-09,92.04885675348645,5,1.8699298763199436e-08,5
KIF21A,-0.9416069306506446,0.16032577913375354,4.277589615853117e-09,95.65649551625455,5,1.876492881367338e-08,5
SRP72,0.35134767856331556,0.05983543442930998,4.3082899470192615e-09,83.45962414309366,5,1.8892355456204142e-08,5
FGFR2,-0.43054483731775095,0.07334474185922553,4.353938320988959e-09,91.01650484221292,5,1.9085208161635653e-08,5
SOST,1.3667051777378598,0.23285645613745112,4.376300877240169e-09,94.45782884750739,5,1.9175880271602e-08,5
PDZD11,0.3174612965461019,0.05409307399536543,4.3896721813041495e-09,84.4697515962613,5,1.92271005274594e-08,5
NDUFB4,0.418513092300544,0.0713378806677408,4.4473627003327465e-09,94.9912639979865,5,1.9472328759174246e-08,5
ZNF133,-0.19111233474099093,0.03257777811027407,4.4551877742549095e-09,37.016829251430536,5,1.9499121989005407e-08,5
BACH2,-1.070709123945206,0.1825369600606202,4.472111347908481e-09,97.06672596752603,5,1.9565701082774493e-08,5
C1orf53,0.5925892222225688,0.10103480527562486,4.485948057464384e-09,90.31053489284587,5,1.9618729224534367e-08,5
SFXN2,0.531155459214433,0.09061864996456362,4.588800672777893e-09,89.03638095773503,5,2.006086779778083e-08,5
CD83,1.0101318467391276,0.1723598463724879,4.612020321204113e-09,96.39791430919632,5,2.0154669844038773e-08,4
NCOA7,0.7679224029412144,0.1310405484013717,4.623401661518756e-09,94.90074156641019,5,2.0196686203470543e-08,4
ZNF436,-0.44276960219039213,0.0755847958204749,4.687034982353566e-09,90.89127378351334,5,2.0466838777030546e-08,5
TTBK2,-0.732856942190632,0.1251278294926641,4.716831369933061e-09,95.27781259660087,5,2.0589085995064816e-08,5
BCL11B,-0.487277658231055,0.0832008822952477,4.723239799275802e-09,91.006933762155,5,2.060918984172556e-08,5
SECISBP2,-0.31082161423115867,0.053074443651385236,4.731990355111293e-09,63.89839868178237,5,2.0639493986887562e-08,5
RBM47,0.5295328697520958,0.09051527210148308,4.909684214737808e-09,87.97655747090654,5,2.1406372975927773e-08,5
TRAF7,0.34064529751528183,0.058229565279812136,4.914542328648963e-09,85.59560348807614,5,2.1411222523290758e-08,5
AEBP1,-0.7749547876290405,0.13246958829607158,4.914013418400032e-09,89.43617820133576,5,2.1411222523290758e-08,5
SOX8,-1.0460693212203567,0.17886045834859057,4.959601174192585e-09,93.49453870952867,5,2.159929928509319e-08,5
MIS12,0.2908954607039176,0.04974102670914082,4.969215705585839e-09,66.29195984185466,5,2.1632929910989076e-08,5
OSR1,-1.156623061922088,0.19779691398899296,4.9893082998409e-09,95.22399978852238,5,2.1712132654655944e-08,5
CNOT6,0.4792502058832906,0.08197085795185274,5.017445126043185e-09,92.5911203280947,5,2.1826268143426824e-08,5
AGFG2,-1.0253180134998778,0.1753830083483344,5.030349470303008e-09,97.8714307389189,5,2.1874079552873334e-08,5
MXRA5,-0.5752194632133674,0.09842250721396711,5.0842954291141496e-09,87.6630510265465,5,2.2100252983130403e-08,5
SRGAP1,-0.9546407116846328,0.16335428287361992,5.096524535730396e-09,96.08337439615893,5,2.2144989924922038e-08,5
DHFR,1.1788149800975223,0.2017211263787921,5.1027746472698254e-09,97.88239292870449,5,2.2163723315953133e-08,5
SNRPF,0.5517808464899278,0.09442387448198677,5.106676193022963e-09,94.70219614709676,5,2.2172245438146037e-08,5
SGSM3,0.2675301565314773,0.04578211447439288,5.109940470759966e-09,60.551960135045626,5,2.2177995239835963e-08,5
UBE2M,0.5198437752773585,0.0889978833481358,5.1863424666009905e-09,88.25230684716198,5,2.2501050124547447e-08,5
CTSD,0.6966987067667088,0.11927937739288573,5.192011043320122e-09,94.3176879876112,5,2.2517097969361012e-08,5
NPR3,0.749355831434568,0.12830534419921968,5.2072470779762625e-09,87.31517958306465,5,2.2574610768079117e-08,4
XPC,-0.6898783211781472,0.11812381281567746,5.2107389514333136e-09,96.05882638604179,5,2.2581185630320562e-08,5
KLHL18,0.7375559404727903,0.1262943685646507,5.220869292443808e-09,96.83811635856696,5,2.2616512978862303e-08,5
LAPTM5,0.6052254155128701,0.10364459253173874,5.237949851633061e-09,89.39409788118921,5,2.2681910115101953e-08,5
TNF,0.33269962982830564,0.056975307431945475,5.2400079830761115e-09,73.3653484832569,5,2.2682230693875846e-08,5
ARMCX1,-0.5737910672851068,0.09827297316754656,5.259473745411469e-09,94.69596630606225,5,2.2757874283703224e-08,5
RSAD2,2.912946568432799,0.49908774237067427,5.329533259157415e-09,97.17701548046989,5,2.3052298228788336e-08,5
MGP,-0.9886141256852283,0.1694218286340561,5.371872058290705e-09,93.1342837145192,5,2.3226641970642717e-08,5
CTSS,0.47144760990915774,0.08085362812913953,5.513661527345448e-09,71.10038212904529,5,2.3830691334825392e-08,5
ZBTB7A,0.28031328532379535,0.048099001579938495,5.6149371818747795e-09,66.25668523713173,5,2.425924484625566e-08,5
ZMPSTE24,0.33575736262081196,0.05761564467054765,5.6251021618436425e-09,86.09991175878785,5,2.4293981078275982e-08,5
ISOC1,-0.42394934850517463,0.07276020093686633,5.65458080359349e-09,85.31938813364842,5,2.441207241188851e-08,5
EXT1,0.35847802517515986,0.06153251184646825,5.682904591353122e-09,83.94931383683554,5,2.4515835957867506e-08,5
RPS6KA4,0.8465197161917495,0.14530339115216617,5.681337622576166e-09,97.00910219913969,5,2.4515835957867506e-08,5
MAP4K3,-0.48013263079908564,0.0824266319938099,5.712297523885468e-09,88.29422231693931,5,2.4633340359509118e-08,5
C2orf69,0.18690164547258928,0.032091448582796556,5.744433373422453e-09,0.1177460799541431,5,2.4762580062204177e-08,4
COASY,0.3895936082133803,0.06689792119101476,5.755790732919763e-09,89.9928371283771,5,2.4802186075664807e-08,5
NCF2,0.7898160595188859,0.1356491072320206,5.797601954071752e-09,93.16426796482857,5,2.4972941047079225e-08,5
PTAR1,-0.49832672049475063,0.08561028001035492,5.854041473796201e-09,91.78426710629618,5,2.5206554473988013e-08,5
SAMSN1,1.5925984870029675,0.27362394006716784,5.8709903605347336e-09,97.49025627014213,5,2.5270015738566668e-08,5
HELLS,1.1334426787694107,0.19476442134086902,5.9003750774166974e-09,96.67903093165609,5,2.537738445636858e-08,5
SOX15,0.40188359011341274,0.06905716170674243,5.899612576243385e-09,70.92985937969343,5,2.537738445636858e-08,5
CLSTN2,-1.4224906483746256,0.24445491282451962,5.918985523933884e-09,98.78823439537325,5,2.5447853519974485e-08,5
SESTD1,-0.8960681750854009,0.15399571444436344,5.927641044678467e-09,94.30941662049837,5,2.5475485873219636e-08,5
UVRAG,-0.36892386658058174,0.0634075921606633,5.94520899177553e-09,89.78446492839194,5,2.5541386393828585e-08,5
ZNF432,-0.45241974109127936,0.07778359826773777,6.013209041810796e-09,83.9078672973345,5,2.5823818845222026e-08,4
HSPBP1,0.7009355890439288,0.12058198654291537,6.138586972070925e-09,94.99132673752926,5,2.635235683992295e-08,5
TMEM39A,-0.36765242750781146,0.0632745601907709,6.2312437432154866e-09,85.58367583341835,5,2.6740082009173965e-08,5
HOXD8,-0.4105505149388837,0.0706754741922007,6.286469567129416e-09,66.10139894721921,5,2.6966949377644835e-08,5
DEF6,0.2236740517123279,0.038522757389446445,6.387476103597578e-09,35.70244138923718,5,2.738995754550919e-08,4
