name,smiles,vina,aryl,core,linker,warhead,MW,QED,sim_parent
gen_SF5-ph_7-deaz_azet_acryl,C=CC(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.68,SF5-phenyl,7-deazapurine,azetidine,acrylamide,430.4,0.588,0.253
gen_OCHF2-_9Me-pu_pyrr_cyclo,Cn1cnc2c1=NCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(OC(F)F)cc1,-6.678,OCHF2-phenyl,9Me-purine,pyrrolidine,cyclobutenylamide,425.4,0.75,0.352
gen_OCF3-p_7-deaz_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3[nH]ccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.674,OCF3-phenyl,7-deazapurine,pyrrolidine,cyclopropanecarbonyl,416.4,0.835,0.303
gen_CF3-ph_7-deaz_pyrr_cyclo,O=C(C1=CCC1)N1CCC2CN=c3[nH]ccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.662,CF3-phenyl,7-deazapurine,pyrrolidine,cyclobutenylamide,412.4,0.81,0.267
gen_SF5-ph_thieno_azet_fluor,C=C(F)C(=O)N1CC2CN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.662,SF5-phenyl,thienopyrimidine,azetidine,fluoroacrylamide,465.4,0.485,0.198
gen_biphen_7-deaz_azet_fluor,C=C(F)C(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.657,biphenyl,7-deazapurine,azetidine,fluoroacrylamide,398.4,0.678,0.189
"gen_Cl,F-p_7-deaz_pipe_cyclo",O=C(C1CC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,-6.654,"Cl,F-phenyl",7-deazapurine,piperidine,cyclopropanecarbonyl,398.9,0.83,0.17
gen_SF5-ph_7-deaz_pipe_propi,C#CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.653,SF5-phenyl,7-deazapurine,piperidine,propiolamide,456.4,0.543,0.172
"gen_Cl,F-p_9Me-pu_azet_cyclo",Cn1cnc2c1=NCC1CN(C(=O)C3=CCC3)C1=NC=2c1ccc(F)c(Cl)c1,-6.638,"Cl,F-phenyl",9Me-purine,azetidine,cyclobutenylamide,397.8,0.772,0.33
gen_OCHF2-_7-deaz_azet_cyclo,O=C(C1CC1)N1CC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,-6.638,OCHF2-phenyl,7-deazapurine,azetidine,cyclopropanecarbonyl,384.4,0.871,0.207
"gen_Cl,F-p_7-deaz_pipe_acety",CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,-6.632,"Cl,F-phenyl",7-deazapurine,piperidine,acetyl,372.8,0.82,0.184
gen_OCF3-p_thieno_azet_fluor,C=C(F)C(=O)N1CC2CN=c3sccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.628,OCF3-phenyl,thienopyrimidine,azetidine,fluoroacrylamide,423.4,0.563,0.333
gen_SF5-ph_thieno_azet_cyclo,O=C(C1CC1)N1CC2CN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.624,SF5-phenyl,thienopyrimidine,azetidine,cyclopropanecarbonyl,461.5,0.623,0.187
gen_SF5-ph_7-deaz_azet_acety,CC(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.622,SF5-phenyl,7-deazapurine,azetidine,acetyl,418.4,0.748,0.187
gen_biphen_thieno_azet_acety,CC(=O)N1CC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.622,biphenyl,thienopyrimidine,azetidine,acetyl,385.5,0.669,0.184
"gen_Cl,F-p_thieno_pyrr_propi",C#CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,-6.613,"Cl,F-phenyl",thienopyrimidine,pyrrolidine,propiolamide,385.9,0.694,0.168
gen_SF5-ph_9Me-pu_azet_acryl,C=CC(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.609,SF5-phenyl,9Me-purine,azetidine,acrylamide,445.4,0.539,0.321
gen_SF5-ph_7-deaz_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.608,SF5-phenyl,7-deazapurine,piperidine,cyclopropanecarbonyl,472.5,0.657,0.175
gen_pyridy_thieno_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.6,pyridyl-CF3,thienopyrimidine,piperidine,fluoroacrylamide,436.4,0.537,0.186
"gen_Cl,F-p_7-deaz_pipe_propi",C#CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,-6.595,"Cl,F-phenyl",7-deazapurine,piperidine,propiolamide,382.8,0.752,0.167
gen_biphen_thieno_pyrr_propi,C#CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.594,biphenyl,thienopyrimidine,pyrrolidine,propiolamide,409.5,0.6,0.167
gen_OCF3-p_thieno_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3sccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.594,OCF3-phenyl,thienopyrimidine,pyrrolidine,fluoroacrylamide,437.4,0.547,0.311
gen_biphen_7-deaz_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.593,biphenyl,7-deazapurine,piperidine,fluoroacrylamide,426.5,0.64,0.188
gen_SF5-ph_9Me-pu_pipe_acryl,C=CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.59,SF5-phenyl,9Me-purine,piperidine,acrylamide,473.5,0.504,0.326
gen_biphen_thieno_azet_cyclo,O=C(C1CC1)N1CC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.587,biphenyl,thienopyrimidine,azetidine,cyclopropanecarbonyl,411.5,0.651,0.18
gen_SF5-ph_9Me-pu_pyrr_propi,C#CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.583,SF5-phenyl,9Me-purine,pyrrolidine,propiolamide,457.4,0.514,0.245
gen_pyridy_thieno_pyrr_acryl,C=CC(=O)N1CCC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.58,pyridyl-CF3,thienopyrimidine,pyrrolidine,acrylamide,404.4,0.722,0.25
gen_OCF3-p_thieno_pyrr_propi,C#CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.574,OCF3-phenyl,thienopyrimidine,pyrrolidine,propiolamide,417.4,0.705,0.297
gen_OCF3-p_thieno_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3sccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.572,OCF3-phenyl,thienopyrimidine,pyrrolidine,cyclopropanecarbonyl,433.5,0.747,0.303
gen_CF3-ph_thieno_azet_acryl,C=CC(=O)N1CC2CN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.571,CF3-phenyl,thienopyrimidine,azetidine,acrylamide,389.4,0.729,0.298
gen_SF5-ph_thieno_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.564,SF5-phenyl,thienopyrimidine,piperidine,fluoroacrylamide,493.5,0.422,0.184
gen_biphen_9Me-pu_azet_acety,CC(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.558,biphenyl,9Me-purine,azetidine,acetyl,383.5,0.677,0.247
gen_CN-phe_thieno_pyrr_propi,C#CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,-6.552,CN-phenyl,thienopyrimidine,pyrrolidine,propiolamide,358.4,0.721,0.163
gen_biphen_9Me-pu_pyrr_acety,CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.549,biphenyl,9Me-purine,pyrrolidine,acetyl,397.5,0.665,0.25
gen_SF5-ph_7-deaz_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.549,SF5-phenyl,7-deazapurine,piperidine,cyclobutenylamide,484.5,0.624,0.234
gen_pyridy_7-deaz_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.547,pyridyl-CF3,7-deazapurine,piperidine,fluoroacrylamide,419.4,0.6,0.186
gen_OCF3-p_7-deaz_azet_fluor,C=C(F)C(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.536,OCF3-phenyl,7-deazapurine,azetidine,fluoroacrylamide,406.3,0.626,0.318
gen_CF3-ph_thieno_azet_acety,CC(=O)N1CC2CN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.535,CF3-phenyl,thienopyrimidine,azetidine,acetyl,377.4,0.753,0.218
gen_biphen_9Me-pu_azet_propi,C#CC(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.533,biphenyl,9Me-purine,azetidine,propiolamide,393.5,0.618,0.236
gen_pyridy_thieno_azet_fluor,C=C(F)C(=O)N1CC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.533,pyridyl-CF3,thienopyrimidine,azetidine,fluoroacrylamide,408.4,0.566,0.2
gen_OCF3-p_7-deaz_azet_acryl,C=CC(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.527,OCF3-phenyl,7-deazapurine,azetidine,acrylamide,388.3,0.814,0.4
"gen_Cl,F-p_thieno_azet_acryl",C=CC(=O)N1CC2CN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,-6.524,"Cl,F-phenyl",thienopyrimidine,azetidine,acrylamide,373.8,0.745,0.258
gen_pyridy_7-deaz_pipe_propi,C#CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.52,pyridyl-CF3,7-deazapurine,piperidine,propiolamide,399.4,0.738,0.175
gen_SF5-ph_9Me-pu_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.51,SF5-phenyl,9Me-purine,pyrrolidine,fluoroacrylamide,477.4,0.501,0.258
gen_CF3-ph_7-deaz_azet_acety,CC(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.508,CF3-phenyl,7-deazapurine,azetidine,acetyl,360.3,0.827,0.213
gen_OCHF2-_7-deaz_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,-6.505,OCHF2-phenyl,7-deazapurine,pyrrolidine,cyclopropanecarbonyl,398.4,0.857,0.208
gen_OCHF2-_thieno_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,-6.505,OCHF2-phenyl,thienopyrimidine,piperidine,cyclopropanecarbonyl,429.5,0.75,0.206
gen_OCHF2-_7-deaz_azet_fluor,C=C(F)C(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,-6.501,OCHF2-phenyl,7-deazapurine,azetidine,fluoroacrylamide,388.3,0.811,0.217
gen_SF5-ph_7-deaz_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.5,SF5-phenyl,7-deazapurine,pyrrolidine,fluoroacrylamide,462.4,0.54,0.186
gen_CN-phe_7-deaz_azet_fluor,C=C(F)C(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(C#N)cc3)N=C21,-6.494,CN-phenyl,7-deazapurine,azetidine,fluoroacrylamide,347.4,0.823,0.183
"gen_Cl,F-p_9Me-pu_pyrr_cyclo",Cn1cnc2c1=NCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(F)c(Cl)c1,-6.491,"Cl,F-phenyl",9Me-purine,pyrrolidine,cyclobutenylamide,411.9,0.758,0.308
gen_CF3-ph_7-deaz_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3[nH]ccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.49,CF3-phenyl,7-deazapurine,pyrrolidine,cyclopropanecarbonyl,400.4,0.827,0.202
gen_SF5-ph_9Me-pu_azet_propi,C#CC(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.483,SF5-phenyl,9Me-purine,azetidine,propiolamide,443.4,0.529,0.242
gen_OCF3-p_7-deaz_azet_acety,CC(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.48,OCF3-phenyl,7-deazapurine,azetidine,acetyl,376.3,0.865,0.321
gen_OCF3-p_7-deaz_azet_cyclo,O=C(C1CC1)N1CC2CN=c3[nH]ccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.479,OCF3-phenyl,7-deazapurine,azetidine,cyclopropanecarbonyl,402.4,0.853,0.306
gen_OCHF2-_7-deaz_azet_cyclo,O=C(C1=CCC1)N1CC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,-6.478,OCHF2-phenyl,7-deazapurine,azetidine,cyclobutenylamide,396.4,0.859,0.292
gen_biphen_7-deaz_pipe_acryl,C=CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.475,biphenyl,7-deazapurine,piperidine,acrylamide,408.5,0.664,0.242
gen_biphen_9Me-pu_azet_cyclo,Cn1cnc2c1=NCC1CN(C(=O)C3CC3)C1=NC=2c1ccc(-c2ccccc2)cc1,-6.472,biphenyl,9Me-purine,azetidine,cyclopropanecarbonyl,409.5,0.665,0.239
gen_CF3-ph_thieno_azet_cyclo,O=C(C1=CCC1)N1CC2CN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.471,CF3-phenyl,thienopyrimidine,azetidine,cyclobutenylamide,415.4,0.743,0.287
gen_biphen_9Me-pu_pyrr_acryl,C=CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.469,biphenyl,9Me-purine,pyrrolidine,acrylamide,409.5,0.623,0.326
gen_CF3-ph_7-deaz_pipe_acryl,C=CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.461,CF3-phenyl,7-deazapurine,piperidine,acrylamide,400.4,0.775,0.275
"gen_Cl,F-p_thieno_pyrr_fluor",C=C(F)C(=O)N1CCC2CN=c3sccc3=C(c3ccc(F)c(Cl)c3)N=C21,-6.461,"Cl,F-phenyl",thienopyrimidine,pyrrolidine,fluoroacrylamide,405.9,0.708,0.18
gen_OCF3-p_thieno_azet_acety,CC(=O)N1CC2CN=c3sccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.457,OCF3-phenyl,thienopyrimidine,azetidine,acetyl,393.4,0.786,0.329
gen_biphen_9Me-pu_pyrr_cyclo,Cn1cnc2c1=NCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(-c2ccccc2)cc1,-6.444,biphenyl,9Me-purine,pyrrolidine,cyclobutenylamide,435.5,0.635,0.314
gen_OCHF2-_7-deaz_azet_acryl,C=CC(=O)N1CC2CN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,-6.439,OCHF2-phenyl,7-deazapurine,azetidine,acrylamide,370.4,0.828,0.287
gen_CF3-ph_9Me-pu_pipe_propi,C#CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.437,CF3-phenyl,9Me-purine,piperidine,propiolamide,413.4,0.666,0.269
gen_biphen_9Me-pu_azet_acryl,C=CC(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.437,biphenyl,9Me-purine,azetidine,acrylamide,395.5,0.636,0.317
"gen_Cl,F-p_9Me-pu_azet_acryl",C=CC(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,-6.421,"Cl,F-phenyl",9Me-purine,azetidine,acrylamide,371.8,0.741,0.31
gen_pyridy_thieno_pyrr_acety,CC(=O)N1CCC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.417,pyridyl-CF3,thienopyrimidine,pyrrolidine,acetyl,392.4,0.747,0.194
gen_CN-phe_thieno_pyrr_cyclo,N#Cc1ccc(C2=c3ccsc3=NCC3CCN(C(=O)C4CC4)C3=N2)cc1,-6.407,CN-phenyl,thienopyrimidine,pyrrolidine,cyclopropanecarbonyl,374.5,0.807,0.165
gen_biphen_7-deaz_pyrr_propi,C#CC(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.406,biphenyl,7-deazapurine,pyrrolidine,propiolamide,392.5,0.669,0.167
gen_CF3-ph_thieno_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.403,CF3-phenyl,thienopyrimidine,piperidine,cyclopropanecarbonyl,431.5,0.717,0.2
gen_CN-phe_thieno_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,-6.402,CN-phenyl,thienopyrimidine,pyrrolidine,fluoroacrylamide,378.4,0.752,0.184
gen_OCF3-p_7-deaz_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.392,OCF3-phenyl,7-deazapurine,pyrrolidine,fluoroacrylamide,420.4,0.612,0.311
"gen_Cl,F-p_7-deaz_pipe_fluor",C=C(F)C(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(F)c(Cl)c3)N=C21,-6.38,"Cl,F-phenyl",7-deazapurine,piperidine,fluoroacrylamide,402.8,0.771,0.178
gen_pyridy_9Me-pu_azet_cyclo,Cn1cnc2c1=NCC1CN(C(=O)C3=CCC3)C1=NC=2c1cc(C(F)(F)F)ccn1,-6.379,pyridyl-CF3,9Me-purine,azetidine,cyclobutenylamide,414.4,0.741,0.326
gen_SF5-ph_7-deaz_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.376,SF5-phenyl,7-deazapurine,piperidine,fluoroacrylamide,476.4,0.512,0.184
gen_biphen_thieno_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.366,biphenyl,thienopyrimidine,pyrrolidine,cyclopropanecarbonyl,425.6,0.628,0.17
gen_CN-phe_7-deaz_pipe_cyclo,N#Cc1ccc(C2=c3cc[nH]c3=NCCC3CCN(C(=O)C4=CCC4)C3=N2)cc1,-6.359,CN-phenyl,7-deazapurine,piperidine,cyclobutenylamide,383.5,0.861,0.221
"gen_Cl,F-p_9Me-pu_pipe_fluor",C=C(F)C(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,-6.346,"Cl,F-phenyl",9Me-purine,piperidine,fluoroacrylamide,417.8,0.703,0.247
gen_SF5-ph_thieno_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.344,SF5-phenyl,thienopyrimidine,pyrrolidine,cyclopropanecarbonyl,475.5,0.586,0.177
gen_CN-phe_thieno_azet_fluor,C=C(F)C(=O)N1CC2CN=c3sccc3=C(c3ccc(C#N)cc3)N=C21,-6.333,CN-phenyl,thienopyrimidine,azetidine,fluoroacrylamide,364.4,0.762,0.196
"gen_Cl,F-p_9Me-pu_pyrr_cyclo",Cn1cnc2c1=NCC1CCN(C(=O)C3CC3)C1=NC=2c1ccc(F)c(Cl)c1,-6.333,"Cl,F-phenyl",9Me-purine,pyrrolidine,cyclopropanecarbonyl,399.9,0.771,0.242
gen_OCF3-p_7-deaz_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.329,OCF3-phenyl,7-deazapurine,piperidine,cyclobutenylamide,442.4,0.794,0.368
gen_CF3-ph_thieno_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.324,CF3-phenyl,thienopyrimidine,pyrrolidine,fluoroacrylamide,421.4,0.542,0.211
gen_SF5-ph_9Me-pu_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.32,SF5-phenyl,9Me-purine,piperidine,fluoroacrylamide,491.5,0.482,0.255
gen_pyridy_9Me-pu_pipe_acryl,C=CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.31,pyridyl-CF3,9Me-purine,piperidine,acrylamide,416.4,0.696,0.312
gen_pyridy_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3CC3)C1=NC=2c1cc(C(F)(F)F)ccn1,-6.31,pyridyl-CF3,9Me-purine,piperidine,cyclopropanecarbonyl,430.4,0.728,0.237
gen_pyridy_thieno_pyrr_propi,C#CC(=O)N1CCC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.309,pyridyl-CF3,thienopyrimidine,pyrrolidine,propiolamide,402.4,0.684,0.176
gen_biphen_thieno_azet_propi,C#CC(=O)N1CC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.307,biphenyl,thienopyrimidine,azetidine,propiolamide,395.5,0.616,0.178
gen_OCF3-p_thieno_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3sccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.303,OCF3-phenyl,thienopyrimidine,piperidine,cyclopropanecarbonyl,447.5,0.724,0.3
"gen_Cl,F-p_9Me-pu_pipe_cyclo",Cn1cnc2c1=NCCC1CCN(C(=O)C3=CCC3)C1=NC=2c1ccc(F)c(Cl)c1,-6.295,"Cl,F-phenyl",9Me-purine,piperidine,cyclobutenylamide,425.9,0.741,0.301
gen_CF3-ph_thieno_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.294,CF3-phenyl,thienopyrimidine,pyrrolidine,cyclopropanecarbonyl,417.5,0.74,0.202
gen_OCHF2-_7-deaz_pipe_propi,C#CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,-6.29,OCHF2-phenyl,7-deazapurine,piperidine,propiolamide,396.4,0.802,0.202
gen_SF5-ph_9Me-pu_azet_cyclo,Cn1cnc2c1=NCC1CN(C(=O)C3CC3)C1=NC=2c1ccc(S(F)(F)(F)(F)F)cc1,-6.289,SF5-phenyl,9Me-purine,azetidine,cyclopropanecarbonyl,459.4,0.663,0.244
gen_CF3-ph_9Me-pu_azet_cyclo,Cn1cnc2c1=NCC1CN(C(=O)C3=CCC3)C1=NC=2c1ccc(C(F)(F)F)cc1,-6.287,CF3-phenyl,9Me-purine,azetidine,cyclobutenylamide,413.4,0.754,0.373
gen_biphen_thieno_pyrr_acety,CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,-6.286,biphenyl,thienopyrimidine,pyrrolidine,acetyl,399.5,0.651,0.185
gen_CF3-ph_thieno_azet_fluor,C=C(F)C(=O)N1CC2CN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.275,CF3-phenyl,thienopyrimidine,azetidine,fluoroacrylamide,407.4,0.558,0.225
gen_OCHF2-_thieno_azet_propi,C#CC(=O)N1CC2CN=c3sccc3=C(c3ccc(OC(F)F)cc3)N=C21,-6.272,OCHF2-phenyl,thienopyrimidine,azetidine,propiolamide,385.4,0.755,0.217
gen_pyridy_thieno_pipe_acryl,C=CC(=O)N1CCC2CCN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.272,pyridyl-CF3,thienopyrimidine,piperidine,acrylamide,418.4,0.705,0.247
gen_SF5-ph_thieno_pipe_propi,C#CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.267,SF5-phenyl,thienopyrimidine,piperidine,propiolamide,473.5,0.469,0.172
gen_SF5-ph_9Me-pu_azet_fluor,C=C(F)C(=O)N1CC2CN=c3c(ncn3C)=C(c3ccc(S(F)(F)(F)(F)F)cc3)N=C21,-6.263,SF5-phenyl,9Me-purine,azetidine,fluoroacrylamide,463.4,0.519,0.247
gen_pyridy_thieno_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.262,pyridyl-CF3,thienopyrimidine,pyrrolidine,fluoroacrylamide,422.4,0.552,0.188
gen_OCF3-p_7-deaz_pyrr_acety,CC(=O)N1CCC2CN=c3[nH]ccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.262,OCF3-phenyl,7-deazapurine,pyrrolidine,acetyl,390.4,0.852,0.322
gen_OCF3-p_thieno_pyrr_acryl,C=CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(OC(F)(F)F)cc3)N=C21,-6.257,OCF3-phenyl,thienopyrimidine,pyrrolidine,acrylamide,419.4,0.719,0.39
gen_OCHF2-_7-deaz_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3[nH]ccc3=C(c3ccc(OC(F)F)cc3)N=C21,-6.253,OCHF2-phenyl,7-deazapurine,piperidine,fluoroacrylamide,416.4,0.779,0.214
"gen_Cl,F-p_9Me-pu_pipe_propi",C#CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3ccc(F)c(Cl)c3)N=C21,-6.251,"Cl,F-phenyl",9Me-purine,piperidine,propiolamide,397.8,0.68,0.235
gen_CF3-ph_thieno_pyrr_propi,C#CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.239,CF3-phenyl,thienopyrimidine,pyrrolidine,propiolamide,401.4,0.677,0.198
gen_pyridy_thieno_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,-6.227,pyridyl-CF3,thienopyrimidine,pyrrolidine,cyclopropanecarbonyl,418.4,0.753,0.18
gen_CF3-ph_thieno_pyrr_cyclo,O=C(C1=CCC1)N1CCC2CN=c3sccc3=C(c3ccc(C(F)(F)F)cc3)N=C21,-6.216,CF3-phenyl,thienopyrimidine,pyrrolidine,cyclobutenylamide,429.5,0.721,0.267
